Version Year,Company Name,Address,ZIP Code,Record Type,Primary SIC Code,Primary SIC Description,Primary NAICS,Primary NAICS Description,Location Employee Size Range,Location Type,Years In Database,Year Established
2022,Fair Deal Heating & Cooling,1423 N Lawrence St,19122,Verified,171102,Heating Contractors,23822020,"Plumbing, Heating, And Air-Conditioning Contractor",5 to 9,Single Loc,10,
2022,Fairmount Primary Care Ctr,820 W Thompson St,19122,Verified,801104,Clinics,62111129,Offices Of Physicians (Except Mental Health Specia,,Single Loc,5,
2022,Fames Pizza,1835 N 12th St # 2,19122,Verified,581222,Pizza,72251115,Full-Service Restaurants,1 to 4,Single Loc,29,
2022,Fast Cash,642 Diamond St,19122,Verified,614101,Loans,52229103,Consumer Lending,1 to 4,Single Loc,17,
2022,Father & Son Auto Glass Repair,2100 N 2nd St,19122,Verified,523110,Glass-Auto Plate & Window & Etc,44418031,Other Building Material Dealers,1 to 4,Single Loc,19,
2022,Fathers In Action,2112 N 8th St,19122,Verified,832254,Family & Children Services,62419021,Other Individual And Family Services,,Single Loc,10,
2022,Feast Your Eyes Inc,1750 N Front St,19122,Verified,581212,Caterers,72232001,Caterers,20 to 49,Single Loc,37,1980
2022,"Fesi, Leah",100 W Oxford St,19122,Verified,804907,Nurses-Practitioners,62139923,Offices Of All Other Miscellaneous Health Practiti,1 to 4,Single Loc,7,
2022,Finanta,1301 N 2nd St,19122,Verified,999966,Federal Government Contractors,99999005,Unclassified Establishments,5 to 9,Single Loc,15,
2022,First Light Project,302 W Berks St,19122,Verified,999966,Federal Government Contractors,99999005,Unclassified Establishments,5 to 9,Single Loc,6,
2022,Fishtown Flats,1415 Germantown Ave,19122,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,,Single Loc,5,
2022,Fishtown Kensington Area Bid,1509 N Front St,19122,Verified,839998,Non-Profit Organizations,81331908,Other Social Advocacy Organizations,1 to 4,Single Loc,6,2020
2022,Fishtown Real Estate LLC,1706 N 2nd St,19122,Verified,653118,Real Estate,53121003,Offices Of Real Estate Agents And Brokers,5 to 9,Single Loc,10,
2022,Fishtown Records LLC,1300 N Front St,19122,Verified,731908,Distribution Services,54187005,Advertising Material Distribution Services,10 to 19,Single Loc,11,
2022,Fishtown Station Condo Assn,1232 N Front St,19122,Verified,651301,Condominiums,53111004,Lessors Of Residential Buildings And Dwellings,10 to 19,Single Loc,7,2019
2022,Five Guys,1100 Cecil B Moore Ave,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,,Branch,4,
2022,Five Sisters Ice Cream-Sweets,1949 N Front St,19122,Verified,581203,Ice Cream Parlors,72251512,Snack And Nonalcoholic Beverage Bars,,Single Loc,4,
2022,"Fletcher, Rachel C",1900 N 9th St # 104,19122,Verified,804920,Physicians Assistants,62139932,Offices Of All Other Miscellaneous Health Practiti,,Single Loc,5,
2022,Flintstone Marble & Granite,14700 Southlawn Lane,19122,Verified,503202,Marble-Natural (Whls),42332029,"Brick, Stone, And Related Construction Material Me",1 to 4,Single Loc,9,
2022,Flixfling,1600 N 5th St,19122,Verified,599926,Pictures,45521936,All Other General Merchandise Retailers,10 to 19,Single Loc,13,2009
2022,Focus Health & Lifestyle,1336 N 3rd St,19122,Verified,809907,Health Services,62199921,All Other Miscellaneous Ambulatory Health Care Ser,10 to 19,Single Loc,7,
2022,Four Humours,1712 N Hancock St,19122,Verified,581301,Bars,72241001,Drinking Places (Alcoholic Beverages),,Single Loc,4,
2022,Franklin Electrical Svc LLC,1413 Betsy Ross Pl,19122,Verified,173101,Electric Contractors,23821007,Electrical Contractors And Other Wiring Installati,1 to 4,Single Loc,11,
2022,Fresh Grocer Of Progress Plaza,1501 N Broad St # 5,19122,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,100 to 249,Branch,16,2001
2022,Front & Palmer,1750 N Front St,19122,Verified,738944,Events-Special,71131004,"Promoters Of Performing Arts, Sports, And Similar",50 to 99,Single Loc,12,1982
2022,Front St Gallery Inc,1333 N Front St # 2d,19122,Verified,599969,Art Galleries & Dealers,45992002,Art Dealers,1 to 4,Single Loc,11,
2022,Front Street Cafe,1253 N Front St,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,11,
2022,"Fry, Haylee N",1516 N 5th St # 401,19122,Verified,832282,Counselors,62419036,Other Individual And Family Services,1 to 4,Single Loc,6,
2022,Furniture Power,1610 N 5th St,19122,Verified,502107,Furniture-Dealers-Wholesale,42321030,Furniture Merchant Wholesalers,1 to 4,Single Loc,15,
2022,Gabrielle Sigal Yoga,1639 N Hancock St # 311,19122,Verified,729995,Yoga,81219105,Diet And Weight Reducing Centers,1 to 4,Single Loc,10,
2022,Galileo Real Est Invstmnt LLC,1437 N 12th St,19122,Verified,653104,Real Estate Investments,53121004,Offices Of Real Estate Agents And Brokers,5 to 9,Single Loc,9,1970
2022,Gd Loft,1400 N American St,19122,Verified,733603,Graphic Designers,54143006,Graphic Design Services,1 to 4,Single Loc,17,2002
2022,Gelsands Hardware,2114 N Front St,19122,Verified,525104,Hardware-Retail,44414005,Hardware Retailers,1 to 4,Single Loc,11,
2022,Germantown Pizza,1517 N 4th St,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,23,2003
2022,Ghoush Market,146 W Palmer St,19122,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,15,
2022,Gilbert Browning Studios,1730 N 5th St,19122,Verified,722101,Photographers-Portrait,54192110,"Photography Studios, Portrait",1 to 4,Single Loc,21,
2022,"Gilbert, Mitra Yazdi",801 W Girard Ave # 103,19122,Verified,804922,Psychologists,62139936,Offices Of All Other Miscellaneous Health Practiti,,Single Loc,5,
2022,Girard Medical Ctr,801 W Girard Ave,19122,Verified,806202,Hospitals,62211002,General Medical And Surgical Hospitals,500 to 999,Branch,16,
2022,Girls Rock Philly,1428 Germantown Ave,19122,Verified,839998,Non-Profit Organizations,81331908,Other Social Advocacy Organizations,1 to 4,Single Loc,11,
2022,Go Puff,900 W Jefferson St,19122,Verified,599301,Cigar Cigarette & Tobacco Dealers-Retail,45999102,"Tobacco, Electronic Cigarette, And Other Smoking S",1 to 4,Single Loc,6,2020
2022,Golden City Food Svc,1800 N American St,19122,Verified,874127,Food Service Management,56111024,Office Administrative Services,5 to 9,Single Loc,12,
2022,"Goldhirsh, Jessica L MD",1810 Liacouras Walk # 5,19122,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,9,
2022,Goldman Clinic,801 W Girard Ave,19122,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,13,
2022,Gonzalez Brunilda,1400 N 7th St,19122,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,21,
2022,Good Spoon,1400 N Front St,19122,Verified,581228,Coffee Shops,72251505,Snack And Nonalcoholic Beverage Bars,1 to 4,Single Loc,11,
2022,Gordon Group Electric,1835 N 12th St,19122,Verified,173101,Electric Contractors,23821007,Electrical Contractors And Other Wiring Installati,1 to 4,Single Loc,13,
2022,Gray Manor,1600 N 8th St,19122,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,42,
2022,Greater Phila Food Bank Inc,302 W Berks St,19122,Verified,832240,Food Banks,62421001,Community Food Services,5 to 9,Single Loc,20,
2022,Green Foundry Co,1639 N Hancock St,19122,Verified,399903,Manufacturers,33999936,All Other Miscellaneous Manufacturing,10 to 19,Single Loc,7,
2022,"Grove, Destinee H",1801 N Broad St,19122,Verified,804918,Physical Therapists,62134007,"Offices Of Physical, Occupational And Speech Thera",1 to 4,Single Loc,8,
2022,Gryphon Coffee Co,100 W Oxford St,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,12,
2022,Hancock Playground,1401 N Hancock St,19122,Verified,912104,Government Offices-City/Village & Twp,92112006,Legislative Bodies,5 to 9,Single Loc,12,
2022,Hand Twisted Enterprise,1910 Liacouras Walk,19122,Verified,599999,Miscellaneous Retail Stores NEC,45521993,All Other General Merchandise Retailers,1 to 4,Single Loc,11,
2022,"Hansbarger, Alyson",1801 N Broad St,19122,Verified,804918,Physical Therapists,62134007,"Offices Of Physical, Occupational And Speech Thera",1 to 4,Single Loc,6,
2022,Happy Golden House,1449 N Franklin St,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,19,
2022,Harman Deutsch Architects,1225 N 7th St,19122,Verified,871202,Architects,54131001,Architectural Services,20 to 49,Single Loc,15,1999
2022,Harrison Plaza,1240 N 10th St,19122,Verified,824301,Computer Training,61142001,Computer Training,1 to 4,Single Loc,25,
2022,"Hayes, Makkah",607 W Norris St # 1,19122,Verified,832282,Counselors,62419036,Other Individual And Family Services,,Single Loc,5,
2022,Health Connection Health Ctr,1900 N 9th St,19122,Verified,809907,Health Services,62199921,All Other Miscellaneous Ambulatory Health Care Ser,10 to 19,Single Loc,13,
2022,Health Federation Early Hs,100 W Oxford St # E201,19122,Verified,943102,State Government-Public Health Programs,92312004,Administration Of Public Health Programs,20 to 49,Single Loc,26,1983
2022,Healthcare Advocates Inc,310 W Master St,19122,Verified,809907,Health Services,62199921,All Other Miscellaneous Ambulatory Health Care Ser,10 to 19,Single Loc,26,
2022,"Hean, Rath",2131 N Broad St,19122,Verified,804939,Pharmacists,62133002,Offices Of Mental Health Practitioners (Except Phy,,Single Loc,4,
2022,Heavy Hitters Thai Boxing,1516 N 5th St # 115,19122,Verified,799978,Boxing Instruction,61162006,Sports And Recreation Instruction,1 to 4,Single Loc,7,
2022,Helm,1303 N 5th St # A,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,11,
2022,High Road Prgm-Catapult Lrnng,2000 N 7th St,19122,Verified,829972,Education Centers,61171001,Educational Support Services,1 to 4,Single Loc,9,2017
2022,Hispanic Choice Awards,1453 N 4th St,19122,Verified,599909,Trophies Awards & Medals,45521923,All Other General Merchandise Retailers,1 to 4,Single Loc,12,
2022,Hollywood Ceilings,1949 N 2nd St,19122,Verified,526131,Statuary,44424022,"Nursery, Garden Center, And Farm Supply Retailers",1 to 4,Single Loc,29,
2022,Holodec,1516 N 5th St # 102,19122,Verified,799999,Amusement & Recreation NEC,71399002,All Other Amusement And Recreation Industries,,Single Loc,4,
2022,Hommy Towing & Automtv Repair,2121 N American St,19122,Verified,754901,Wrecker Service,48841006,Motor Vehicle Towing,1 to 4,Single Loc,17,
2022,Honeygrow,1601 N Front St,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Branch,8,
2022,Honeygrow,1601 N Broad St,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Branch,10,
2022,Honeygrow Restaurant Org LP,1601 N Front St,19122,Verified,581220,Restaurant Management,72231009,Food Service Contractors,20 to 49,Headquarter,11,2012
2022,Hope Street LLC,100 W Oxford St # E1600,19122,Verified,836105,Residential Care Homes,62331206,Assisted Living Facilities For The Elderly,5 to 9,Single Loc,12,
2022,Hostile City Industries,1600 N 5th St,19122,Verified,399903,Manufacturers,33999936,All Other Miscellaneous Manufacturing,10 to 19,Single Loc,11,
2022,Howard Field,N 13th St,19122,Verified,794104,Stadiums Arenas & Athletic Fields,71131003,"Promoters Of Performing Arts, Sports, And Similar",100 to 249,Single Loc,7,
2022,Hubble Bubble Hookah Lounge,1000 Diamond St,19122,Verified,581301,Bars,72241001,Drinking Places (Alcoholic Beverages),5 to 9,Single Loc,12,
2022,Hutec Engineering Inc,304 W Master St,19122,Verified,871106,Engineers,54133006,Engineering Services,20 to 49,Single Loc,9,
2022,"Huynh, Katherine J",820 W Thompson Street,19122,Verified,804920,Physicians Assistants,62139932,Offices Of All Other Miscellaneous Health Practiti,,Single Loc,5,
2022,"Hwang, Insung",1717 N 12th St # Stunitf,19122,Verified,804939,Pharmacists,62133002,Offices Of Mental Health Practitioners (Except Phy,1 to 4,Single Loc,6,
2022,Hybrid Construction,1709 N Howard St,19122,Verified,152144,Construction Companies,23611512,New Single-Family Housing Construction (Except For,1 to 4,Single Loc,11,2010
2022,Hyperion Bank,1201 N 2nd St,19122,Verified,602201,State Commercial Banks,52211005,Commercial Banking,1 to 4,Single Loc,7,
2022,I & T Limousine Svc,2033 N 2nd St,19122,Verified,411903,Limousine Service,48532002,Limousine Service,5 to 9,Single Loc,12,
2022,I Care Home Health LLC,1706 N 2nd St,19122,Verified,808201,Home Health Service,62161001,Home Health Care Services,1 to 4,Single Loc,11,2015
2022,Ic Starters & Alternators,310 W Susquehanna Ave,19122,Verified,753801,Automobile Repairing & Service,81111104,General Automotive Repair,1 to 4,Single Loc,21,
2022,Icare Home Health,1529 N Philip St Ofc,19122,Verified,808201,Home Health Service,62161001,Home Health Care Services,10 to 19,Single Loc,11,
2022,Impact Hub Philly,1227 N 4th St,19122,Verified,738944,Events-Special,71131004,"Promoters Of Performing Arts, Sports, And Similar",5 to 9,Single Loc,11,
2022,Indigo,1400 N American St # 104,19122,Verified,599969,Art Galleries & Dealers,45992002,Art Dealers,1 to 4,Single Loc,14,1987
2022,Info1d24ksound.Com,1800 N Front St,19122,Verified,731917,Advertising-Computer,54189002,Other Services Related To Advertising,10 to 19,Single Loc,12,
2022,Inliquid,1400 N American St # 314,19122,Verified,839919,Charitable Institutions,81331104,Human Rights Organizations,5 to 9,Single Loc,19,1999
2022,Inside Out Ctr,1938 Liacouras Walk # 301,19122,Verified,821108,Educational Programs,61169103,Exam Preparation And Tutoring,10 to 19,Single Loc,14,1997
2022,Insomnia Cookies,1394 Cecil B Moore Ave,19122,Verified,546102,Bakers-Retail,31181102,Retail Bakeries,1 to 4,Branch,5,
2022,Insomnia Cookies,1601 N Broad St,19122,Verified,546102,Bakers-Retail,31181102,Retail Bakeries,1 to 4,Branch,8,
2022,Institute On Disabilities,1755 N 13th St # 430,19122,Verified,822113,University-College Dept/Facility/Office,61131013,"Colleges, Universities, And Professional Schools",20 to 49,Branch,17,1974
2022,Intect Construction,1101 Cecil B Moore Ave,19122,Verified,152144,Construction Companies,23611512,New Single-Family Housing Construction (Except For,1 to 4,Single Loc,8,
2022,Interface Studio Architects,1400 N American St # 301,19122,Verified,871202,Architects,54131001,Architectural Services,5 to 9,Single Loc,17,
2022,Interfaith Philadelphia,100 W Oxford St # E1300,19122,Verified,829972,Education Centers,61171001,Educational Support Services,1 to 4,Single Loc,22,
2022,International Bar,1624 N Front St,19122,Verified,581301,Bars,72241001,Drinking Places (Alcoholic Beverages),5 to 9,Single Loc,5,
2022,International Collision,1508 N American St,19122,Verified,753201,Automobile Body-Repairing & Painting,81112102,"Automotive Body, Paint, And Interior Repair And Ma",1 to 4,Single Loc,12,
2022,Interstate Outdoor Advertising,1400 N 2nd St,19122,Verified,874214,Marketing Consultants,54161302,Marketing Consulting Services,10 to 19,Single Loc,9,
2022,Invincible Pictures,1600 N 5th St,19122,Verified,504303,Motion Picture Film (Whls),42341005,Photographic Equipment And Supplies Merchant Whole,10 to 19,Single Loc,7,
2022,Iron Studio LTD,1333 N Mascher St,19122,Verified,899907,Sculptors,71151030,"Independent Artists, Writers, And Performers",10 to 19,Single Loc,23,1999
2022,Jaryi Family Holding LLC,1500 N 5th St,19122,Verified,671901,Holding Companies (Non-Bank),55111201,Offices Of Other Holding Companies,1 to 4,Single Loc,12,
2022,Jasper Studios,1639 N Hancock St # 101,19122,Verified,738947,Recording Studios,51224002,Sound Recording Studios,1 to 4,Single Loc,9,
2022,Jc Investment Co Inc,1200 Germantown Ave,19122,Verified,653118,Real Estate,53121003,Offices Of Real Estate Agents And Brokers,5 to 9,Single Loc,18,
2022,Jefferson Hold Co,900 W Jefferson St,19122,Verified,811103,Attorneys,54111002,Offices Of Lawyers,5 to 9,Single Loc,10,
2022,Jewish Family & Children's Svc,1501 N Broad St # 14,19122,Verified,832218,Social Service & Welfare Organizations,62419012,Other Individual And Family Services,10 to 19,Single Loc,8,2018
2022,Jicome Mini Market,2063 N 8th St,19122,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,12,
2022,Jidan Cleaning,1639 N Hancock St,19122,Verified,734902,Janitor Service,56172001,Janitorial Services,5 to 9,Single Loc,12,
2022,Jig Inc,111 W Norris St,19122,Verified,839998,Non-Profit Organizations,81331908,Other Social Advocacy Organizations,5 to 9,Single Loc,10,
2022,Jld Management Group LLC,1819 N Marshall St,19122,Verified,874130,Management Services,56111022,Office Administrative Services,1 to 4,Single Loc,7,2019
2022,Joel's Auto Repair,191 W Berks St,19122,Verified,753801,Automobile Repairing & Service,81111104,General Automotive Repair,1 to 4,Single Loc,20,
2022,Journal For Neurovirology,1900 N 12th St,19122,Verified,272198,Periodicals-Publishing & Printing (Mfrs),51312003,Periodical Publishers,10 to 19,Single Loc,9,
2022,Journal Of Ecumenical Studies,1114 W Berks St # 511,19122,Verified,594201,Book Dealers-Retail,45921005,Book Retailers And News Dealers,1 to 4,Single Loc,15,1990
2022,Julenia's Food Market,601 W Norris St,19122,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,7,2019
2022,Justmaybeco,100 W Oxford St # E1500,19122,Verified,873201,Educational Research,54172001,Research And Development In The Social Sciences An,5 to 9,Single Loc,9,
2022,"Keller, Colleen",2000 N 7th St # 315,19122,Verified,832221,Social Workers,62133003,Offices Of Mental Health Practitioners (Except Phy,,Single Loc,4,
2022,Ken Care Clinic,136 Diamond St,19122,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,11,
2022,Ken Care Clinic,136 Diamond St,19122,Verified,804301,Podiatrists,62139103,Offices Of Podiatrists,1 to 4,Single Loc,11,
2022,Ken Care Clinic,136 Diamond St,19122,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,13,
2022,Kenndy Groceries,643 W Oxford St,19122,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,11,
2022,Kensington Hospital,136 Diamond St,19122,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,11,
2022,Kensington Hospital,136 Diamond St,19122,Verified,806202,Hospitals,62211002,General Medical And Surgical Hospitals,100 to 249,Single Loc,30,
2022,Kensington South Cmnty Devmnt,1627 N 2nd St,19122,Verified,839998,Non-Profit Organizations,81331908,Other Social Advocacy Organizations,5 to 9,Single Loc,8,2018
2022,Kensington South Neighborhood,1511 N Philip St,19122,Verified,832218,Social Service & Welfare Organizations,62419012,Other Individual And Family Services,10 to 19,Single Loc,11,
2022,Kensington South Neighborhood,1301 N 2nd St,19122,Verified,861102,Associations,81391002,Business Associations,1 to 4,Single Loc,33,
2022,Kfn Holdings LLC,1250 N Front St,19122,Verified,999966,Federal Government Contractors,99999005,Unclassified Establishments,5 to 9,Single Loc,5,
2022,Kitchen Aid Appliance Masters,1745 N 2nd St,19122,Verified,762902,Appliances-Household-Major-Repairing,81141201,Appliance Repair And Maintenance,5 to 9,Single Loc,8,
2022,"Krapf, Rylie",1801 N Broad St,19122,Verified,804918,Physical Therapists,62134007,"Offices Of Physical, Occupational And Speech Thera",1 to 4,Single Loc,8,
2022,Kristina Pizza,1901 N Mascher St,19122,Verified,581222,Pizza,72251115,Full-Service Restaurants,1 to 4,Single Loc,31,
2022,L M Auto Repair,1404 N 7th St,19122,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,24,
2022,L T Laundromat,184 Diamond St,19122,Verified,721101,Laundries,81232001,Drycleaning And Laundry Services (Except Coin-Oper,1 to 4,Single Loc,19,
2022,LA Cienaga Deli Grocery,601 Cecil B Moore Ave,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,18,
2022,LA Jova Grocery Store,1501 N 4th St,19122,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,29,
2022,LA Preciosa,2111 Germantown Ave,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,14,
2022,Lagan Properties LLC,1319 N Franklin St,19122,Verified,653118,Real Estate,53121003,Offices Of Real Estate Agents And Brokers,5 to 9,Single Loc,13,
2022,Lamp Factory,1700 N 5th St,19122,Verified,571927,Lamps & Lamp Shades-Retail,44912942,All Other Home Furnishings Retailers,1 to 4,Single Loc,13,
2022,Language Of Wine,2020 N 13th St # Ah120,19122,Verified,592103,Wines-Retail,44532005,"Beer, Wine, And Liquor Retailers",5 to 9,Single Loc,11,
2022,Lantigua Grocery,1701 N 3rd St,19122,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,15,
2022,"Large, Amanda M",1516 N 5th St # 401,19122,Verified,804922,Psychologists,62139936,Offices Of All Other Miscellaneous Health Practiti,1 to 4,Single Loc,6,
2022,Laser Wolf,1301 N Howard St,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,6,
2022,Law Offices Of Nick R Masino,1201 N 3rd St,19122,Verified,811103,Attorneys,54111002,Offices Of Lawyers,5 to 9,Single Loc,8,
2022,Lechonera Principe,235 Cecil B Moore Ave,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,,Single Loc,4,
2022,Lenslends,1600 N 5th St # 312,19122,Verified,735910,Rental Service-Stores & Yards,53231003,General Rental Centers,5 to 9,Single Loc,9,
2022,Leon H Sullivan Charitable,1415 N Broad St # 226,19122,Verified,869903,Organizations,81341018,Civic And Social Organizations,5 to 9,Single Loc,14,2000
2022,Libertad Lounge,1601 N 5th St,19122,Verified,581303,Cocktail Lounges,72241003,Drinking Places (Alcoholic Beverages),1 to 4,Single Loc,21,
2022,Liberty Choice,1939 N Front St,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,14,2012
2022,Lightfast Design & Build LLC,2137 N American St,19122,Verified,154213,Building Contractors,23622005,Commercial And Institutional Building Construction,1 to 4,Single Loc,12,
2022,Literate Earth Project Inc,1730 N 5th St # 107,19122,Verified,839998,Non-Profit Organizations,81331908,Other Social Advocacy Organizations,5 to 9,Single Loc,8,
2022,Liz Kinder Ceramics,111 W Norris St,19122,Verified,835101,Child Care Service,62441003,Child Care Services,5 to 9,Single Loc,14,
2022,Lj Auto Body & Repair Ctr,1907 N 2nd St,19122,Verified,753201,Automobile Body-Repairing & Painting,81112102,"Automotive Body, Paint, And Interior Repair And Ma",1 to 4,Single Loc,18,
2022,"Lodwick, Kathryn",1516 N 5th St # 401,19122,Verified,832282,Counselors,62419036,Other Individual And Family Services,1 to 4,Single Loc,5,
2022,Lokal Hotel,1421 N Front St,19122,Verified,701101,Hotels & Motels,72111002,Hotels (Except Casino Hotels) And Motels,10 to 19,Single Loc,6,
2022,Lost Bread Co,1313 N Howard St,19122,Verified,546102,Bakers-Retail,31181102,Retail Bakeries,,Single Loc,4,
2022,Lovey Sweet Home Care Svc,1613 Germantown Ave # 107,19122,Verified,808201,Home Health Service,62161001,Home Health Care Services,,Single Loc,5,
2022,Ludlow Boys Club-Girls Club,Po Box 16568,19122,Verified,832294,Community Centers,62411011,Child And Youth Services,1 to 4,Single Loc,8,
2022,Luna Caf & Provisions,1700 N 3rd St,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,5 to 9,Single Loc,8,2018
2022,Lynford Woodshop,2131 N American St,19122,Verified,175106,Woodworkers,23835013,Finish Carpentry Contractors,5 to 9,Single Loc,10,
2022,M J I Contracting Inc,1339 N Front St,19122,Verified,738999,Business Services NEC,56199001,All Other Support Services,1 to 4,Single Loc,12,
2022,M P E-9 Inc,1932 Liacouras Walk,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,12,
2022,Maas Building,1325 N Randolph St,19122,Verified,154213,Building Contractors,23622005,Commercial And Institutional Building Construction,1 to 4,Single Loc,14,
2022,Maisie Capital Investments LLC,1218 N Marshall St,19122,Verified,621111,Investments,52391001,Miscellaneous Intermediation,5 to 9,Single Loc,11,
2022,"Makhani, Alysia A",100 W Oxford St,19122,Verified,804907,Nurses-Practitioners,62139923,Offices Of All Other Miscellaneous Health Practiti,1 to 4,Single Loc,6,
2022,Mandumedia LLC,1400 N American St # 302,19122,Verified,874899,Consultants-Business NEC,54161830,Other Management Consulting Services,1 to 4,Single Loc,14,
2022,Marguerite Rodgers LTD,2131 N American St,19122,Verified,738902,Interior Decorators Design & Consultants,54141003,Interior Design Services,1 to 4,Single Loc,6,
2022,Maria Mack Photography,1639 N Hancock St,19122,Verified,738944,Events-Special,71131004,"Promoters Of Performing Arts, Sports, And Similar",5 to 9,Single Loc,14,
2022,Marshannie's Home Care LLC,2143 N Front St,19122,Verified,808201,Home Health Service,62161001,Home Health Care Services,10 to 19,Single Loc,8,2018
2022,Masia & Samuel Trucking Co,2016 N Hancock St,19122,Verified,421304,Trucking,48423013,"Specialized Freight (Except Used Goods) Trucking,",1 to 4,Single Loc,20,
2022,"Mason, Paige",1227 N 7th St # 3f,19122,Verified,832221,Social Workers,62133003,Offices Of Mental Health Practitioners (Except Phy,1 to 4,Single Loc,7,
2022,Materials Conservation Cllbrtv,1625 N Howard St,19122,Verified,951203,County Government-Land/Mineral/Wildlife/Fores,92412002,Administration Of Conservation Programs,20 to 49,Single Loc,18,
2022,Maxi's Pizza Subs & Bar,1926 Liacouras Walk,19122,Verified,581222,Pizza,72251115,Full-Service Restaurants,5 to 9,Single Loc,15,
2022,Mazzola & Co Inc,1516 N 5th St # 503,19122,Verified,653118,Real Estate,53121003,Offices Of Real Estate Agents And Brokers,5 to 9,Single Loc,9,
2022,Mc Donald's,1201 N Broad St,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,50 to 99,Branch,25,
2022,Mc Donald's,2109 N Broad St,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,50 to 99,Branch,40,
2022,MD Co Pharmacy,1641 N Franklin St,19122,Verified,591205,Pharmacies,45611009,Pharmacies And Drug Retailers,10 to 19,Single Loc,42,
2022,"Melendez, Gabriella I",100 W Oxford St,19122,Verified,804907,Nurses-Practitioners,62139923,Offices Of All Other Miscellaneous Health Practiti,,Single Loc,4,
2022,Meridian Home Care LLC,150 Cecil B Moore Ave,19122,Verified,808201,Home Health Service,62161001,Home Health Care Services,10 to 19,Single Loc,6,2020
2022,Mid-Atlantic Distribution Svc,1801 N 5th St,19122,Verified,731908,Distribution Services,54187005,Advertising Material Distribution Services,10 to 19,Single Loc,14,
2022,Midtown Parish Cmnty Devmnt,718 W Norris St,19122,Verified,839998,Non-Profit Organizations,81331908,Other Social Advocacy Organizations,5 to 9,Single Loc,12,
2022,Midtown Parish United Mthdst,718 W Norris St,19122,Verified,866107,Churches,81311008,Religious Organizations,1 to 4,Single Loc,29,
2022,Mike's Automotive,1837 N 2nd St,19122,Verified,753201,Automobile Body-Repairing & Painting,81112102,"Automotive Body, Paint, And Interior Repair And Ma",1 to 4,Single Loc,33,
2022,"Miller, Sydnee R",1101 W Montgomery Ave,19122,Verified,804918,Physical Therapists,62134007,"Offices Of Physical, Occupational And Speech Thera",,Single Loc,5,
2022,"Mills, Steven L MD",801 W Girard Ave,19122,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,13,
