"Company Name","Address","ZIP Code","Legal Name","Record Type","Neighborhood","Census Block Group","Company Description","Primary SIC Code","Primary SIC Description","Primary NAICS","Primary NAICS Description","Location Employee Size Range","Location Type","Years In Database","Square Footage","Latitude","Longitude"
"Exquisite Engraving LLC","2217 W Seybert St","19121","EXQUISITE ENGRAVING LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.975570","-075.172557"
"Exquisti LLC","1440 N 21st St","19121","EXQUISTI LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.977053","-075.170042"
"Fair Estates LLC","2442 W Jefferson St","19121","FAIR ESTATES LLC","Unverified","Sharswood","1","","799919","Carnivals","71119002","Other Performing Arts Companies","1 to 4","Single Loc","4","","039.977985","-075.175989"
"Faith Tabernacle Church Of God","2433 W Master St","19121","FAITH TABERNACLE CHURCH OF GOD","Unverified","Sharswood","1","","866107","Churches","81311008","Religious Organizations","1 to 4","Single Loc","14","1,500 - 2,499","039.976866","-075.176228"
"Fast Cash Inc","2012 Ridge Ave","19121","FAST CASH INC","Unverified","Sharswood","2","","609903","Check Cashing Service","52232003","Financial Transactions Processing, Reserve, And Cl","1 to 4","Single Loc","18","1,500 - 2,499","039.975600","-075.168701"
"First Step Acad Day Care","2100 Bolton St","19121","","Unverified","Sharswood","2","","835101","Child Care Service","62441003","Child Care Services","1 to 4","Single Loc","4","","039.978018","-075.170324"
"Flirt LLC","2431 W Master St","19121","FLIRT LLC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","6","1 - 1,499","039.976858","-075.176156"
"Fluidedge Consulting","2221 W Master St","19121","","Unverified","Sharswood","1","","874264","Consulting Services","54161113","Administrative Management And General Management C","1 to 4","Single Loc","2","","039.976435","-075.172783"
"FMJ Electrical Contracting","2415 W Jefferson St","19121","","Unverified","Sharswood","1","","173101","Electric Contractors","23821007","Electrical Contractors And Other Wiring Installati","1 to 4","Single Loc","15","1 - 1,499","039.978132","-075.175200"
"Food Love Simplicity LLC","2114 W Jefferson St","19121","FOOD LOVE SIMPLICITY LLC","Unverified","Sharswood","2","","581208","Restaurants","72251117","Full-Service Restaurants","5 to 9","Single Loc","4","","039.977239","-075.170478"
"Foothills Baptist Church","1205 N Taylor St","19121","","Unverified","Sharswood","2","","866107","Churches","81311008","Religious Organizations","1 to 4","Single Loc","2","","039.974828","-075.176309"
"Freedom Library Day School Inc","2064 Ridge Ave","19121","FREEDOM LIBRARY DAY SCHOOL INC","Unverified","Sharswood","2","","821103","Schools","61111007","Elementary And Secondary Schools","50 to 99","Single Loc","4","","039.977028","-075.169517"
"From D Inside Out LLC","2248 Stewart St","19121","FROM D INSIDE/OUT LLC","Unverified","Sharswood","1","","152139","Remodeling & Repairing Building Contractors","23611823","Residential Remodelers","1 to 4","Single Loc","12","2,500 - 4,999","039.977250","-075.172680"
"Front Line Mechanical Inc","1410 N 23rd St","19121","FRONT LINE MECHANICAL INC","Unverified","Sharswood","1","","171114","Mechanical Contractors","23821038","Electrical Contractors And Other Wiring Installati","1 to 4","Single Loc","4","","039.976689","-075.173524"
"Fugetaboutit LLC","2430 W Jefferson St","19121","FUGETABOUTIT LLC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.977942","-075.175673"
"FW Express LLC","1210 N 24th St","19121","FW EXPRESS LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975002","-075.175538"
"Gaza Variety","2058 Ridge Ave","19121","","Unverified","Sharswood","2","","533101","Variety Stores","45521903","All Other General Merchandise Retailers","1 to 4","Single Loc","4","","039.976910","-075.169451"
"GCL Communications","2307 N College Ave","19121","","Unverified","Sharswood","2","","738999","Business Services NEC","56199001","All Other Support Services","1 to 4","Single Loc","15","1,500 - 2,499","039.974814","-075.174053"
"Gelat'Oh! Brick & Motor","1261 N 23rd St","19121","","Unverified","Sharswood","2","","506333","Electric Motors-Dlrs/Repairing (Whls)","42361023","Electrical Apparatus And Equipment, Wiring Supplie","1 to 4","Single Loc","6","2,500 - 4,999","039.974921","-075.173565"
"Genius Elogistics LLC","1446 N 21st St","19121","GENIUS ELOGISTICS LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.977077","-075.170038"
"George Woods Inc","2101 N College Ave","19121","GEORGE WOODS INC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.975227","-075.171211"
"George's Inc","1524 N 23rd St","19121","GEORGE'S INC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.979368","-075.172890"
"Get Busy Cleaning LLC","1416b N 22nd St","19121","GET BUSY CLEANING LLC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.976675","-075.171912"
"Gift Of Helps Home Care Agency","2100 Ridge Ave # 3","19121","","Unverified","Sharswood","2","","808201","Home Health Service","62161001","Home Health Care Services","1 to 4","Single Loc","4","","039.977905","-075.170048"
"Girard College Alumni Assn","2101 S College Ave # 605","19121","","Unverified","Sharswood","3","","861102","Associations","81391002","Business Associations","1 to 4","Single Loc","33","2,500 - 4,999","039.973010","-075.170870"
"Girard Court Apartments LP","2101 N College Ave # H2","19121","","Unverified","Sharswood","2","","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","1 to 4","Single Loc","37","2,500 - 4,999","039.975227","-075.171211"
"Girard Estate Fee","2101 N College Ave # A6","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","9","1 - 1,499","039.975227","-075.171211"
"Global Citizen","2101 S College Ave","19121","","Unverified","Sharswood","3","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","2","","039.972736","-075.173275"
"Good Shepard Outreach Svc","1326 N 22nd St","19121","GOOD SHEPARD OUTREACH SVC","Unverified","Sharswood","2","","899999","Services NEC","54199009","All Other Professional, Scientific, And Technical","1 to 4","Single Loc","4","","039.975966","-075.172079"
"Gorjess LLC","1326 N 22nd St","19121","GORJESS LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975966","-075.172079"
"Graham Enterprises","2400 W Jefferson St # 2","19121","GRAHAM'S ENTERPRISES INC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","15","1 - 1,499","039.977844","-075.174868"
"Great Lakes Honda","2101 S College Ave","19121","","Unverified","Sharswood","3","","551102","Automobile Dealers-New Cars","44111001","New Car Dealers","10 to 19","Single Loc","3","","039.972736","-075.173275"
"Greater St Luke Child Care Svc","2124 W Oxford St","19121","","Unverified","Sharswood","2","","835101","Child Care Service","62441003","Child Care Services","1 to 4","Single Loc","4","","039.978584","-075.170911"
"Green & Green Logistics LLC","2117 Sharswood St","19121","GREEN & GREEN LOGISTICS LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.976843","-075.170565"
"H & H Cleaning Svc","2225 N College Ave","19121","","Unverified","Sharswood","2","","734902","Janitor Service","56172001","Janitorial Services","1 to 4","Single Loc","4","","039.974888","-075.173047"
"Ha Ya Transportation LLC","1414c N 23rd St # C","19121","HA YA TRANSPORTATION LLC","Unverified","Sharswood","1","","478977","Transportation","48821008","Support Activities For Rail Transportation","1 to 4","Single Loc","4","","039.976833","-075.173395"
"Haber Group","1408 N 21st St","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","2","","039.976282","-075.170339"
"Hamer Consulting LLC","2332 W Thompson St","19121","HAMER CONSULTING LLC","Unverified","Sharswood","2","","874899","Consultants-Business NEC","54161830","Other Management Consulting Services","1 to 4","Single Loc","4","","039.975079","-075.174668"
"Hamid Flips LLC","1329 N 21st St","19121","HAMID FLIPS LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.975297","-075.170173"
"Hand Full Of Skills Cntrctng","2347 W Thompson St","19121","","Unverified","Sharswood","2","","179977","Contractors","23899018","All Other Specialty Trade Contractors","1 to 4","Single Loc","4","","039.975428","-075.175077"
"Hand In Hand Flowers","2101 S College Ave","19121","","Unverified","Sharswood","3","","599201","Florists-Retail","45931001","Florists","1 to 4","Single Loc","1","","039.972736","-075.173275"
"Handmade Picture","2225 N College Ave","19121","","Unverified","Sharswood","2","","781205","Motion Picture Producers & Studios","51211008","Motion Picture And Video Production","1 to 4","Single Loc","12","1 - 1,499","039.974888","-075.173047"
"Happy Little Hearts Learning","2127 W Seybert St","19121","","Unverified","Sharswood","2","","835101","Child Care Service","62441003","Child Care Services","1 to 4","Single Loc","4","","039.975574","-075.171355"
"Heaven's Touch Cafe","2006 Ridge Ave","19121","","Unverified","Sharswood","2","","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","14","1 - 1,499","039.975453","-075.168634"
"Helping Hand Cmnty Devmnt Corp","2124 W Oxford St","19121","HELPING HAND CMNTY DEVMNT CORP","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.978584","-075.170911"
"Herod's Estates LLC","2207 W Thompson St # C","19121","HEROD'S ESTATES LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975080","-075.172381"
"High Time Realty LLC","2435 W Master St # A","19121","HIGH TIME REALTY LLC","Unverified","Sharswood","1","","653118","Real Estate","53121003","Offices Of Real Estate Agents And Brokers","1 to 4","Single Loc","3","","039.976874","-075.176301"
"Holiday House Productions LLC","1218 N Ringgold St","19121","HOLIDAY HOUSE PRODUCTIONS LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.975076","-075.176056"
"Holy Bethel Church","2400 W Master St","19121","HOLY BETHEL CHURCH","Unverified","Sharswood","2","","866107","Churches","81311008","Religious Organizations","1 to 4","Single Loc","42","1,500 - 2,499","039.976453","-075.175183"
"Hope Baptist Church","2227 W Master St","19121","HOPE BAPTIST CHURCH OF PHILADELPHIA","Unverified","Sharswood","1","","866107","Churches","81311008","Religious Organizations","1 to 4","Single Loc","15","1,500 - 2,499","039.976450","-075.172889"
"Hope Christian Academy","2222 W Master St","19121","","Unverified","Sharswood","2","","821103","Schools","61111007","Elementary And Secondary Schools","50 to 99","Single Loc","4","","039.976127","-075.172577"
"Hope Christian Tabernacle Chr","2222 W Master St","19121","HOPE CHRISTIAN TABERNACLE","Unverified","Sharswood","2","","866107","Churches","81311008","Religious Organizations","1 to 4","Single Loc","37","1,500 - 2,499","039.976127","-075.172577"
"Hotel Lasalle Inc","2026 Ridge Ave","19121","HOTEL LASALLE INC","Unverified","Sharswood","2","","701101","Hotels & Motels","72111002","Hotels (Except Casino Hotels) And Motels","10 to 19","Single Loc","4","","039.976045","-075.169080"
"Hume Family Enterprises LLC","2403 W Master St","19121","HUME FAMILY ENTERPRISES LLC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.976726","-075.175165"
"Humphreys-Barry Co","2431 W Jefferson St","19121","","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.978189","-075.175652"
"Hya'St Parties","2225 N College Ave","19121","","Unverified","Sharswood","2","","729989","Party Planning Service","81299057","All Other Personal Services","1 to 4","Single Loc","12","1,500 - 2,499","039.974888","-075.173047"
"Iba","2428 W Thompson St","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.975299","-075.176573"
"Ichi Ramen LLC","2110 Ridge Ave","19121","ICHI RAMEN LLC","Unverified","Sharswood","2","","581208","Restaurants","72251117","Full-Service Restaurants","5 to 9","Single Loc","4","","039.978129","-075.170176"
"Imperial Events Security Svc","2445 Harlan St","19121","","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","2","","039.977163","-075.176139"
"In God We Trust/USA Inc","2415 W Seybert St","19121","IN GOD WE TRUST/USA INC","Unverified","Sharswood","2","","866107","Churches","81311008","Religious Organizations","1 to 4","Single Loc","4","","039.976003","-075.175588"
"Isaac Mini Market II Inc Dba","2012 Ridge Ave","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975600","-075.168701"
"Iw III Inc","2012 Ridge Ave","19121","IW III INC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975600","-075.168701"
"J B Cornell Co","2110 Ridge Ave","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.978129","-075.170176"
"JDCS Millennium LLC","2422 W Thompson St","19121","JDCS MILLENNIUM LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","1","","039.975287","-075.176194"
"Jehovah Jireh Ministries","2227 W Master St","19121","","Unverified","Sharswood","1","","866107","Churches","81311008","Religious Organizations","1 to 4","Single Loc","9","1,500 - 2,499","039.976450","-075.172889"
"Jiwi Rental Assn Inc","2349 W Thompson St","19121","JIWI RENTAL ASSN INC","Unverified","Sharswood","2","","861102","Associations","81391002","Business Associations","1 to 4","Single Loc","4","","039.975434","-075.175135"
"JT Mills Restua Corp","2418 W Seybert St","19121","JT MILLS RESTUA CORP","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","1","","039.975802","-075.175775"
"Judah Ministries","2450 W Jefferson St","19121","","Unverified","Sharswood","1","","866107","Churches","81311008","Religious Organizations","1 to 4","Single Loc","15","1,500 - 2,499","039.978013","-075.176211"
"K & B Landscaping","2406 W Jefferson St","19121","K & B LANDSCAPING SVC INC","Unverified","Sharswood","1","","078204","Landscape Contractors","56173009","Landscaping Services","1 to 4","Single Loc","6","1,500 - 2,499","039.977867","-075.175042"
"Keller Williams Real Estate","2417 Ingersoll St","19121","","Unverified","Sharswood","2","","653118","Real Estate","53121003","Offices Of Real Estate Agents And Brokers","5 to 9","Single Loc","5","","039.976332","-075.175585"
"Kendall Horizons LLC","2406 Sharswood St","19121","KENDALL HORIZONS LLC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.977188","-075.175190"
"Kev Nyce Enterprise LLC","1430 N 22nd St # C","19121","KEV NYCE ENTERPRISE LLC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.976663","-075.171780"
"Keystone Home Owners Co Inc","1404 N 21st St","19121","KEYSTONE HOME OWNERS CO INC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.976186","-075.170359"
"Kids R Special Clubhouse Inc","2100 Bolton St","19121","KIDS R SPECIAL CLUBHOUSE INC","Unverified","Sharswood","2","","835101","Child Care Service","62441003","Child Care Services","5 to 9","Single Loc","15","1,500 - 2,499","039.978018","-075.170324"
"Kindergarten Prep Academy","2120 W Jefferson St","19121","","Unverified","Sharswood","2","","821103","Schools","61111007","Elementary And Secondary Schools","50 to 99","Single Loc","4","","039.977289","-075.170654"
"King's Drug Store","2401 W Master St","19121","","Unverified","Sharswood","1","","591205","Pharmacies","45611009","Pharmacies And Drug Retailers","5 to 9","Single Loc","4","","039.976742","-075.175126"
"Kingdom Workers Outreach","1210 N 24th St","19121","KINGDOM WORKERS OUTREACH DELIVERANCE EVANGELISTIC MINISTRIES INC","Unverified","Sharswood","2","","866110","Religious Organizations","81311021","Religious Organizations","1 to 4","Single Loc","12","2,500 - 4,999","039.975002","-075.175538"
"Knots N-Tangles","2004 Ridge Ave","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975410","-075.168605"
"L & T Infotech","2347 N College Ave","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.974715","-075.175151"
"La'Chanel LLC","2033 W Master St","19121","LA'CHANEL LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.976021","-075.169532"
"Lab","2205 W Thompson St","19121","","Unverified","Sharswood","2","","873104","Laboratories","54171414","Research And Development In Biotechnology (Except","10 to 19","Single Loc","7","40,000 - 99,999","039.975074","-075.172324"
"Ladystayed Home Care","1415 N 21st St","19121","","Unverified","Sharswood","2","","808201","Home Health Service","62161001","Home Health Care Services","5 to 9","Single Loc","4","","039.976361","-075.169932"
"Lavender Curves LTD","1202 N Ringgold St","19121","","Unverified","Sharswood","2","","799101","Health Clubs Studios & Gymnasiums","71394011","Fitness And Recreational Sports Centers","1 to 4","Single Loc","4","","039.974771","-075.176116"
"Lena Delux Delivery Svc LLC","2232d Stewart St","19121","LENA DELUX DELIVERY SVC LLC","Unverified","Sharswood","1","","421205","Delivery Service","48411004","General Freight Trucking, Local","1 to 4","Single Loc","3","","039.977230","-075.172535"
"Leonard's Place LLC","2127 W Jefferson St","19121","LEONARD'S PLACE LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.977599","-075.170855"
"Lescheuvux","2004 Ridge Ave","19121","","Unverified","Sharswood","2","","723106","Beauty Salons","81211202","Beauty Salons","1 to 4","Single Loc","14","1 - 1,499","039.975410","-075.168605"
"Li Tayyibat LLC","2438 W Seybert St","19121","LI TAYYIBAT LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975869","-075.176259"
"Liberty Bell Cleaning LLC","2405 N College Ave","19121","LIBERTY BELL CLEANING LLC","Unverified","Sharswood","2","","734902","Janitor Service","56172001","Janitorial Services","1 to 4","Single Loc","4","","039.974526","-075.175649"
"License Consultants","2439 N College Ave","19121","","Unverified","Sharswood","2","","874899","Consultants-Business NEC","54161830","Other Management Consulting Services","1 to 4","Single Loc","6","1,500 - 2,499","039.974511","-075.176950"
"Life Soul Entertainment Inc","1434 N 24th St","19121","LIFE SOUL ENTERTAINMENT INC","Unverified","Sharswood","1","","792905","Entertainment Bureaus","71119007","Other Performing Arts Companies","1 to 4","Single Loc","4","","039.977562","-075.174993"
"Limitless Building Inc","2109 W Seybert St","19121","LIMITLESS BUILDING INC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.975622","-075.170835"
"Linley Equities LLC","2101 N College Ave","19121","LINLEY EQUITIES LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975227","-075.171211"
"Liquor Control Board","2100 Ridge Ave","19121","","Unverified","Sharswood","2","","592102","Liquors-Retail","44532004","Beer, Wine, And Liquor Retailers","1 to 4","Single Loc","15","1,500 - 2,499","039.977905","-075.170048"
"Loney Engineering & Consltng","2037 N College Ave # C","19121","","Unverified","Sharswood","2","","871106","Engineers","54133006","Engineering Services","1 to 4","Single Loc","1","","039.975170","-075.169800"
"Longest Run Clothing Co","2132 W Jefferson St","19121","LONGEST RUN CLOTHING CO","Unverified","Sharswood","2","","565101","Clothing-Retail","45811041","Clothing And Clothing Accessories Retailers","1 to 4","Single Loc","3","","039.977328","-075.170963"
"Lookaway Golf Club","2110 W Jefferson St","19121","","Unverified","Sharswood","2","","799201","Golf Courses","71391002","Golf Courses And Country Clubs","20 to 49","Single Loc","3","","039.977242","-075.170371"
"Lovable Care Bears Day Care","1265 N 23rd St","19121","","Unverified","Sharswood","2","","835101","Child Care Service","62441003","Child Care Services","1 to 4","Single Loc","4","","039.974999","-075.173548"
"Loveyourselfbeyondlimits LLC","2221 W Master St # F","19121","LOVEYOURSELFBEYONDLIMITS LLC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.976435","-075.172783"
"Luciano & Assoc LLC","2205 W Thompson St","19121","LUCIANO & ASSOC LLC","Unverified","Sharswood","2","","653108","Real Estate Management","53121005","Offices Of Real Estate Agents And Brokers","1 to 4","Single Loc","11","","039.975074","-075.172324"
"Lucky Furniture Inc","2108 Ridge Ave","19121","LUCKY FURNITURE INC","Unverified","Sharswood","2","","571216","Furniture-Dealers-Retail","44911012","Furniture Retailers","1 to 4","Single Loc","4","","039.978094","-075.170138"
"Luxuries By Elizabeth LLC","2101 N College Ave # G7","19121","LUXURIES BY ELIZABETH LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975227","-075.171211"
"Lyriq's Closet LLC","2128 W Jefferson St","19121","LYRIQ'S CLOSET LLC","Unverified","Sharswood","2","","565101","Clothing-Retail","45811041","Clothing And Clothing Accessories Retailers","1 to 4","Single Loc","4","","039.977316","-075.170866"
"Marlayhas Hair & Skincare","2212 Stewart St","19121","MARLAYHAS HAIR & SKINCARE","Unverified","Sharswood","1","","723106","Beauty Salons","81211202","Beauty Salons","1 to 4","Single Loc","3","","039.977205","-075.172354"
"Master Construction Co","2230 W Master St","19121","","Unverified","Sharswood","2","","152144","Construction Companies","23611512","New Single-Family Housing Construction (Except For","1 to 4","Single Loc","4","","039.976139","-075.172808"
"Master Rebuilders Inc","2027 W Master St # 1","19121","MASTER REBUILDERS INC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.976008","-075.169365"
"Mathes Electric Supply","2341 W Thompson St","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","2","","039.975403","-075.174910"
"Mature Mentoring","2444 W Jefferson St","19121","","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.977992","-075.176041"
"Mckain, E","2019 W Jefferson St","19121","","Unverified","Sharswood","2","","726103","Funeral Directors","81221002","Funeral Homes And Funeral Services","1 to 4","Single Loc","14","1,500 - 2,499","039.977361","-075.168870"
"Mckendricks Munchies LLC","2130 W Master St","19121","MCKENDRICKS MUNCHIES LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975943","-075.171221"
"Mcnaircreative Branding-Comm","2101 S College Ave","19121","","Unverified","Sharswood","3","","489903","Communications","51781001","All Other Telecommunications","1 to 4","Single Loc","8","2,500 - 4,999","039.972736","-075.173275"
"MCS Group Inc/Montgomery","2431 Sharswood St","19121","","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","1","","039.977487","-075.175760"
"Medical Receptionist Ntwrk LLC","2343 N College Ave","19121","MEDICAL RECEPTIONIST NTWRK LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","5","","039.974725","-075.175040"
"Melvin & Melvin Contracting","2017 N College Ave","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","1","","039.975357","-075.169019"
"Messiah Bible Missions","2418 W Seybert St","19121","","Unverified","Sharswood","2","","866107","Churches","81311008","Religious Organizations","1 to 4","Single Loc","4","","039.975802","-075.175775"
"Mex Gastronomica LLC","2242 W Seybert St","19121","MEX GASTRONOMICA LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975437","-075.173237"
"Miarott Crafts LLC","2108 W Master St","19121","MIAROTT CRAFTS LLC","Unverified","Sharswood","2","","594520","Crafts","45912012","Hobby, Toy, And Game Retailers","1 to 4","Single Loc","4","","039.975881","-075.170591"
"Michael Queen Contracting LLC","2330 W Seybert St","19121","MICHAEL QUEEN CONTRACTING LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.975605","-075.174507"
