version_year,company_name,address,zip_code,record_type,primary_sic_code,primary_sic_description,primary_naics,primary_naics_description,location_employee_size_range,location_type,years_in_database,latitude,longitude
2022,D J Hardware,"1525 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,525104,Hardware-Retail,44414005,Hardware Retailers,1 to 4,Single Loc,42,39.9792425,-75.1605307
2022,D'Zert Club Inc,"1600 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,864108,Clubs,81341004,Civic And Social Organizations,1 to 4,Single Loc,23,39.9789497,-75.161362
2022,"Daimyo, Shinichi","2144 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,804907,Nurses-Practitioners,62139923,Offices Of All Other Miscellaneous Health Practiti,1 to 4,Single Loc,7,39.9801736,-75.1700423
2022,Dale Corp,"1943 W Master St, Philadelphia, PA 19121",19121,Verified,874104,Construction Management,23799012,Other Heavy And Civil Engineering Construction,5 to 9,Single Loc,16,NA,NA
2022,"Davenport, Danielle","1600 N 18th St, Philadelphia, PA 19121",19121,Verified,832221,Social Workers,62133003,Offices Of Mental Health Practitioners (Except Phy,NA,Single Loc,4,39.97823,-75.164659
2022,Davita Fairmount Dialysis,"1236 N 26th St, Philadelphia, PA 19121",19121,Verified,809203,Dialysis,62149202,Kidney Dialysis Centers,10 to 19,Branch,9,39.9749264,-75.1792914
2022,Dayvi's Market,"1738 W Oxford St, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,10,39.977948,-75.1644931
2022,"Debates, Robin Kay","2144 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,832221,Social Workers,62133003,Offices Of Mental Health Practitioners (Except Phy,1 to 4,Single Loc,5,39.9801736,-75.1700423
2022,"Del Vecchio, Giovanni","1700 N Broad St # 4, Philadelphia, PA 19121",19121,Verified,804907,Nurses-Practitioners,62139923,Offices Of All Other Miscellaneous Health Practiti,1 to 4,Single Loc,8,NA,NA
2022,Deli Grocery,"2027 N 16th St, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,15,39.9844165,-75.1597815
2022,Design Pro Development LLC,"3060 W Jefferson St # D, Philadelphia, PA 19121",19121,Verified,871202,Architects,54131001,Architectural Services,5 to 9,Single Loc,6,NA,NA
2022,Dialogue Institute,"1700 N Broad St # 315, Philadelphia, PA 19121",19121,Verified,861102,Associations,81391002,Business Associations,1 to 4,Single Loc,11,NA,NA
2022,Diamante Financing,"A St, Philadelphia, PA 19121",19121,Verified,733817,Business & Financial Reports,56141010,Document Preparation Services,1 to 4,Single Loc,8,39.988298,-75.1294713
2022,Diamond Compro Tax,"2118 W Diamond St, Philadelphia, PA 19121",19121,Verified,729101,Tax Return Preparation & Filing,54121301,Tax Preparation Services,5 to 9,Single Loc,6,39.986256,-75.169042
2022,Diamond Park,"1700 W Susquehanna Ave # 17, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,39,NA,NA
2022,Diamond Pizza,"1700 W Diamond St, Philadelphia, PA 19121",19121,Verified,581222,Pizza,72251115,Full-Service Restaurants,1 to 4,Single Loc,14,39.985278,-75.161559
2022,Diamond Pizza & Mexican Grill,"1700 W Diamond St, Philadelphia, PA 19121",19121,Verified,581222,Pizza,72251115,Full-Service Restaurants,1 to 4,Single Loc,14,39.985278,-75.161559
2022,Dollar General,"2815 Ridge Ave # A, Philadelphia, PA 19121",19121,Verified,533101,Variety Stores,45521903,All Other General Merchandise Retailers,5 to 9,Branch,15,39.9864694,-75.1793202
2022,Dollar Plus Super,"2244 Ridge Ave, Philadelphia, PA 19121",19121,Verified,533101,Variety Stores,45521903,All Other General Merchandise Retailers,1 to 4,Single Loc,12,39.9802774,-75.1723029
2022,Dollar Way,"2244 Ridge Ave, Philadelphia, PA 19121",19121,Verified,539901,General Merchandise-Retail,45521908,All Other General Merchandise Retailers,1 to 4,Single Loc,23,39.9802774,-75.1723029
2022,Dragon Express,"2400 Ridge Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,26,39.9815856,-75.1740753
2022,Dream Program Inc,"1614 N 16th St, Philadelphia, PA 19121",19121,Verified,839998,Non-Profit Organizations,81331908,Other Social Advocacy Organizations,1 to 4,Single Loc,8,39.9781904,-75.1614993
2022,Drews Iron & Fencing Svc,"2001 N 19th St, Philadelphia, PA 19121",19121,Verified,503903,Fence (Whls),42339013,Other Construction Material Merchant Wholesalers,5 to 9,Single Loc,42,39.9845824,-75.164592
2022,Drm International Inc,"1510 Cecil B Moore Ave # 304, Philadelphia, PA 19121",19121,Verified,871111,Engineers-Consulting,54133016,Engineering Services,10 to 19,Single Loc,19,NA,NA
2022,Dunkin',"1420 Cecil B Moore Ave # A, Philadelphia, PA 19121",19121,Verified,546105,Doughnuts,72251510,Snack And Nonalcoholic Beverage Bars,10 to 19,Branch,19,39.9786493,-75.1589954
2022,Dupree Funeral Home Inc,"2809 W Diamond St, Philadelphia, PA 19121",19121,Verified,726103,Funeral Directors,81221002,Funeral Homes And Funeral Services,1 to 4,Single Loc,23,39.9877363,-75.1792757
2022,Dupree Funeral Home Inc,"2809 W Diamond St, Philadelphia, PA 19121",19121,Verified,726103,Funeral Directors,81221002,Funeral Homes And Funeral Services,1 to 4,Single Loc,40,39.9877363,-75.1792757
2022,Eastern Electrical Liquidators,"1511 N 26th St, Philadelphia, PA 19121",19121,Verified,738958,Liquidators,56199014,All Other Support Services,5 to 9,Single Loc,42,39.9789631,-75.1773558
2022,Edge Student Village,"1601 N 15th St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,7,39.9776721,-75.1596882
2022,Edgley Field,"Reservoir Dr, Philadelphia, PA 19121",19121,Verified,794104,Stadiums Arenas & Athletic Fields,71131003,"Promoters Of Performing Arts, Sports, And Similar",100 to 249,Single Loc,9,39.9888167,-75.1926661
2022,"Eduvie, Eguono Do","1700 N Broad St 2nd Foor, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,7,NA,NA
2022,Edventures In Art,"1501 W Diamond St, Philadelphia, PA 19121",19121,Verified,599969,Art Galleries & Dealers,45992002,Art Dealers,1 to 4,Single Loc,6,39.9873533,-75.1768519
2022,Eight Diamonds Town Houses,"1924 N Woodstock St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,14,39.9835001,-75.1677067
2022,Ejax Holdings LLC,"1402 N Willington St # A, Philadelphia, PA 19121",19121,Verified,671901,Holding Companies (Non-Bank),55111201,Offices Of Other Holding Companies,1 to 4,Single Loc,11,39.9786046,-75.162043
2022,Election Learning Ctr,"1708 N 22nd St, Philadelphia, PA 19121",19121,Verified,874825,Educational Consultants,61171012,Educational Support Services,1 to 4,Single Loc,17,39.980612,-75.170948
2022,Ella Gahnt Vocalist,"1436 N 25th St, Philadelphia, PA 19121",19121,Verified,792925,Vocalist,71113006,Musical Groups And Artists,NA,Single Loc,11,39.9775805,-75.1765292
2022,"Engelke, Karen","2144 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,804914,Dental Hygienists,62139955,Offices Of All Other Miscellaneous Health Practiti,1 to 4,Single Loc,7,39.9801736,-75.1700423
2022,Eni 1639 Inc,"1639 W Susquehanna Ave # 43, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,12,NA,NA
2022,Episcopal Community Svc,"1632 W Diamond St, Philadelphia, PA 19121",19121,Verified,899999,Services NEC,54199009,"All Other Professional, Scientific, And Technical",1 to 4,Single Loc,8,39.9873533,-75.1768519
2022,Eros Healthcare Svc LLC,"1410 N 31st St, Philadelphia, PA 19121",19121,Verified,809907,Health Services,62199921,All Other Miscellaneous Ambulatory Health Care Ser,5 to 9,Single Loc,6,39.9782554,-75.1860737
2022,Esquina Mini Market Inc,"1959 N 23rd St, Philadelphia, PA 19121",19121,Verified,541103,Convenience Stores,44513101,Convenience Retailers,1 to 4,Single Loc,12,39.9849779,-75.1713218
2022,Estinal Grocery,"1959 N 23rd St, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,15,39.9849779,-75.1713218
2022,Ev-Air-Tight Calking Co,"1619 W Thompson St, Philadelphia, PA 19121",19121,Verified,179919,Steeple Jacks,23829022,Other Building Equipment Contractors,5 to 9,Single Loc,16,39.9739733,-75.1629274
2022,Evans Group LLC,"3107 W Diamond St, Philadelphia, PA 19121",19121,Verified,808201,Home Health Service,62161001,Home Health Care Services,10 to 19,Single Loc,11,39.9883481,-75.1840128
2022,"Everts, Leslie E MD","1700 N Broad St # 4, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,8,NA,NA
2022,Excel Medical Ctr LLC,"1216 N Broad St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,13,39.9722445,-75.1596319
2022,Expert Garage Door Svc,"1427 N Carlisle St, Philadelphia, PA 19121",19121,Verified,175107,Garage Doors-Repairing,23835007,Finish Carpentry Contractors,5 to 9,Single Loc,7,39.9750099,-75.1595633
2022,Facilities,"1346 N Broad St, Philadelphia, PA 19121",19121,Verified,874829,Facilities & Space Planning Consultants,54169039,Other Scientific And Technical Consulting Services,1 to 4,Single Loc,10,39.9738253,-75.1590313
2022,Fallen Leaf Productions,"1512 N 17th St, Philadelphia, PA 19121",19121,Verified,781217,Production Services,51211017,Motion Picture And Video Production,1 to 4,Single Loc,11,39.976968,-75.1634531
2022,Family Medical,"2124 W Diamond St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,25,39.9862597,-75.1690713
2022,Fast Cash,"1800 N 26th St, Philadelphia, PA 19121",19121,Verified,609903,Check Cashing Service,52232003,"Financial Transactions Processing, Reserve, And Cl",1 to 4,Single Loc,23,39.982836,-75.17711
2022,Fast Cash Atm,"1301 N 15th St, Philadelphia, PA 19121",19121,Verified,609903,Check Cashing Service,52232003,"Financial Transactions Processing, Reserve, And Cl",1 to 4,Single Loc,18,39.973528,-75.160628
2022,Fast Cash Inc,"1752 N 20th St, Philadelphia, PA 19121",19121,Verified,609903,Check Cashing Service,52232003,"Financial Transactions Processing, Reserve, And Cl",1 to 4,Single Loc,20,39.9813934,-75.1673282
2022,Fedex Office Print & Ship Ctr,"1505 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,733101,Mailing & Shipping Services,54186007,Direct Mail Advertising,NA,Branch,4,39.9790245,-75.1598026
2022,Fishers Of Knowledge,"2701 W Diamond St, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,10 to 19,Single Loc,19,39.987536,-75.177688
2022,"Fleming, W Greg","1513 N Newkirk St, Philadelphia, PA 19121",19121,Verified,866106,Clergy,81311009,Religious Organizations,1 to 4,Single Loc,24,39.9791413,-75.1812621
2022,Foot Locker,"1600 N Broad St # 42, Philadelphia, PA 19121",19121,Verified,566101,Shoes-Retail,45821007,Shoe Retailers,5 to 9,Branch,14,NA,NA
2022,Foster Trophy & Awards Co,"1718 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,599925,Plaques,45521935,All Other General Merchandise Retailers,1 to 4,Single Loc,42,39.97923,-75.1634331
2022,"Frasch, Elizabeth A","2144 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,804907,Nurses-Practitioners,62139923,Offices Of All Other Miscellaneous Health Practiti,NA,Single Loc,5,39.9801736,-75.1700423
2022,Frederick C Hawkins Jr Do,"3035 W Diamond St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,15,39.988197,-75.1829088
2022,Friends Of River Field,"26th St & Ben Franklin Pkwy, Philadelphia, PA 19121",19121,Verified,861102,Associations,81391002,Business Associations,1 to 4,Single Loc,24,NA,NA
2022,Friends Rehabilitation Program,"1959 N 31st St, Philadelphia, PA 19121",19121,Verified,833102,Vocational Rehabilitation Services,62431009,Vocational Rehabilitation Services,10 to 19,Single Loc,12,39.9866221,-75.1840282
2022,Frog Spring-TU Inc,"1431 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,7,39.9789247,-75.1588816
2022,Fulton Bank,"1220 N Broad St, Philadelphia, PA 19121",19121,Verified,602101,Banks,52211002,Commercial Banking,5 to 9,Branch,7,39.9728561,-75.1594785
2022,Future Net Inc,"2020 Ridge Ave, Philadelphia, PA 19121",19121,Verified,737904,Computers-Networking,54151905,Other Computer Related Services,10 to 19,Single Loc,23,39.9759693,-75.1688662
2022,Futurenet Inc,"1601 W Jefferson St, Philadelphia, PA 19121",19121,Verified,737801,Computers-Service & Repair,81121022,Electronic And Precision Equipment Repair And Main,1 to 4,Single Loc,12,39.9763126,-75.1627089
2022,Garage Door Squad,"2441 W Berks St # B, Philadelphia, PA 19121",19121,Verified,521101,Doors-Garage,44418018,Other Building Material Dealers,5 to 9,Single Loc,11,NA,NA
2022,"Garlen, Amanda","2144 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,832282,Counselors,62419036,Other Individual And Family Services,NA,Single Loc,5,39.9801736,-75.1700423
2022,Gaudenzia Inc,"1815 W Thompson St, Philadelphia, PA 19121",19121,Verified,573107,Satellite Equipment & Systems-Retail,44921049,Electronics And Appliance Retailers,10 to 19,Single Loc,12,39.974237,-75.1659905
2022,"Gellert, Genevieve M","2144 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,832221,Social Workers,62133003,Offices Of Mental Health Practitioners (Except Phy,1 to 4,Single Loc,7,39.9801736,-75.1700423
2022,General Auto Repair,"2835 Ridge Ave, Philadelphia, PA 19121",19121,Verified,753801,Automobile Repairing & Service,81111104,General Automotive Repair,1 to 4,Single Loc,34,39.9865494,-75.1803616
2022,Genesis Community Devmnt Ctr,"1900 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,593222,Thrift Shops,45951040,Used Merchandise Retailers,1 to 4,Single Loc,17,39.9795741,-75.1659965
2022,Gift Of Helps LLC,"2200 Ridge Ave # 2, Philadelphia, PA 19121",19121,Verified,594712,Gift Shops,45942013,"Gift, Novelty, And Souvenir Retailers",1 to 4,Single Loc,7,NA,NA
2022,Girard College Alumni Assn,"2101 S College Ave # 605, Philadelphia, PA 19121",19121,Verified,861102,Associations,81391002,Business Associations,1 to 4,Single Loc,33,NA,NA
2022,Girard College Devmnt Fund,"2101 S College Ave # 307, Philadelphia, PA 19121",19121,Verified,839998,Non-Profit Organizations,81331908,Other Social Advocacy Organizations,1 to 4,Single Loc,14,NA,NA
2022,Girard College Foundation,"2101 S College Ave # 307, Philadelphia, PA 19121",19121,Verified,873303,Foundation-Educ Philanthropic Research,54172006,Research And Development In The Social Sciences An,5 to 9,Single Loc,5,NA,NA
2022,Girard College Library,"2101 S College Ave # 301, Philadelphia, PA 19121",19121,Verified,823109,Libraries-Institutional,51921005,Libraries And Archives,5 to 9,Single Loc,29,NA,NA
2022,Girard Court Apartments LP,"2101 N College Ave # H2, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,1 to 4,Single Loc,37,NA,NA
2022,Girard Medical Ctr,"1214 N Broad St, Philadelphia, PA 19121",19121,Verified,806201,Medical Centers,62211003,General Medical And Surgical Hospitals,5 to 9,Single Loc,7,39.9721264,-75.1594033
2022,God Solid Rock LLC,"2144 N 21st St, Philadelphia, PA 19121",19121,Verified,653104,Real Estate Investments,53121004,Offices Of Real Estate Agents And Brokers,5 to 9,Single Loc,11,39.9872652,-75.1679277
2022,"Gomes, Aidan","1800 N Broad St, Philadelphia, PA 19121",19121,Verified,804918,Physical Therapists,62134007,"Offices Of Physical, Occupational And Speech Thera",1 to 4,Single Loc,6,39.980358,-75.15766
2022,"Goodwin, Joi E Np","2144 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,804907,Nurses-Practitioners,62139923,Offices Of All Other Miscellaneous Health Practiti,1 to 4,Single Loc,8,39.9801736,-75.1700423
2022,"Gormley, Gwen","2817 W Glenwood Ave, Philadelphia, PA 19121",19121,Verified,832221,Social Workers,62133003,Offices Of Mental Health Practitioners (Except Phy,1 to 4,Single Loc,6,39.9845657,-75.1800365
2022,Gq's Sharp Cuts,"1966 N 29th St, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,9,39.986254,-75.1811553
2022,Greater Dane,"2305 W Thompson St, Philadelphia, PA 19121",19121,Verified,421304,Trucking,48423013,"Specialized Freight (Except Used Goods) Trucking,",1 to 4,Single Loc,11,39.9753193,-75.1738939
2022,Greenery Apartments,"1325 N 15th St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,6,39.974256,-75.160465
2022,"Guzman, Cynthia S","1241 N Taney St, Philadelphia, PA 19121",19121,Verified,832221,Social Workers,62133003,Offices Of Mental Health Practitioners (Except Phy,1 to 4,Single Loc,8,39.9747746,-75.1793796
2022,Habitat For Humanity,"1829 N 19th St, Philadelphia, PA 19121",19121,Verified,832218,Social Service & Welfare Organizations,62419012,Other Individual And Family Services,5 to 9,Branch,15,39.9819921,-75.1649424
2022,Hair Fashion Inc,"1600 N Broad St, Philadelphia, PA 19121",19121,Verified,599992,Cosmetics & Perfumes-Retail,45612001,"Cosmetics, Beauty Supplies, And Perfume Retailers",10 to 19,Single Loc,19,39.9774961,-75.1584795
2022,Hank Gathers Recreation Ctr,"2501 W Diamond St, Philadelphia, PA 19121",19121,Verified,799701,Recreation Centers,71394015,Fitness And Recreational Sports Centers,5 to 9,Single Loc,14,39.987124,-75.174504
2022,"Harel, Jacob MD","1700 N Broad St # 2, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,5,NA,NA
2022,Harlee Corp,"1503 N 17th St, Philadelphia, PA 19121",19121,Verified,152103,General Contractors,23611505,New Single-Family Housing Construction (Except For,5 to 9,Single Loc,14,39.976646,-75.1631299
2022,Hart Homeownership Housing,"1301 N 31st St, Philadelphia, PA 19121",19121,Verified,152144,Construction Companies,23611512,New Single-Family Housing Construction (Except For,1 to 4,Single Loc,14,39.976831,-75.18617
2022,Haven Of Peace Hair Studio Inc,"1230 N 15th St, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,12,39.9727818,-75.1610045
2022,Haven Peniel Senior Residences,"1615 N 23rd St, Philadelphia, PA 19121",19121,Verified,836105,Residential Care Homes,62331206,Assisted Living Facilities For The Elderly,5 to 9,Single Loc,16,39.9797401,-75.1721129
2022,Hawk V LP,"1801 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,839998,Non-Profit Organizations,81331908,Other Social Advocacy Organizations,5 to 9,Single Loc,11,39.979835,-75.1644082
2022,Heavenly Gift Day Care,"2739 W Jefferson St, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,5 to 9,Single Loc,12,39.9787732,-75.1805155
2022,Heavenly Gifts,"2739 W Jefferson St, Philadelphia, PA 19121",19121,Verified,594712,Gift Shops,45942013,"Gift, Novelty, And Souvenir Retailers",1 to 4,Single Loc,12,39.9787732,-75.1805155
2022,Heed Auto Group LLC,"2057 W Oxford St # 2, Philadelphia, PA 19121",19121,Verified,552198,Automobile/Trucks Dealers-Used,44112003,Used Car Dealers,1 to 4,Single Loc,11,NA,NA
2022,"Henderson, Matthew","2926 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,866106,Clergy,81311009,Religious Organizations,1 to 4,Single Loc,24,39.9893788,-75.1811005
2022,Hgp Management,"1521 W Oxford St, Philadelphia, PA 19121",19121,Verified,874130,Management Services,56111022,Office Administrative Services,1 to 4,Single Loc,11,39.9777039,-75.1608553
2022,High Time Convenience Store,"2448 W Montgomery Ave, Philadelphia, PA 19121",19121,Verified,541103,Convenience Stores,44513101,Convenience Retailers,1 to 4,Single Loc,6,39.9823227,-75.175191
2022,Ho Wan Take Out,"2512 Ridge Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,33,39.9828331,-75.1757455
2022,Hok Heng,"1716 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,12,39.9791978,-75.1633805
2022,Homelink Inc,"2753 Ridge Ave, Philadelphia, PA 19121",19121,Verified,504703,Reducing Equipment (Whls),42345027,"Medical, Dental, And Hospital Equipment And Suppli",20 to 49,Single Loc,34,39.9854906,-75.1789561
2022,Hooks Barber Shop,"1804 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,724101,Barbers,81211101,Barber Shops,1 to 4,Single Loc,42,39.9869461,-75.1629141
2022,Horizon House Rehab Svc,"2137 N 33rd St, Philadelphia, PA 19121",19121,Verified,833102,Vocational Rehabilitation Services,62431009,Vocational Rehabilitation Services,10 to 19,Single Loc,20,39.9892528,-75.1868191
2022,Horizon Pro Painters LLC,"1410 N 31st St # 1776, Philadelphia, PA 19121",19121,Verified,172101,Painters,23832003,Painting And Wall Covering Contractors,1 to 4,Single Loc,6,NA,NA
2022,Horizon Pro Painters LLC,"3002 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,172101,Painters,23832003,Painting And Wall Covering Contractors,1 to 4,Single Loc,8,39.9817776,-75.1843259
2022,Horseman Accounting & Tax LLC,"1527 W Seybert St, Philadelphia, PA 19121",19121,Verified,872102,Accounting & Bookkeeping General Svc,54121903,Other Accounting Services,1 to 4,Single Loc,9,NA,NA
2022,Hub At 31 Brewerytown,"1410 N 31st St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,5,39.9782554,-75.1860737
2022,Hue Food Market,"1601 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,14,39.9793231,-75.1612476
2022,I Kan Establishments LLC,"1836 N Bucknell St, Philadelphia, PA 19121",19121,Verified,999966,Federal Government Contractors,99999005,Unclassified Establishments,5 to 9,Single Loc,5,39.9830585,-75.173161
2022,Ida Lee Home Health Care LLC,"2014 W Oxford St, Philadelphia, PA 19121",19121,Verified,808201,Home Health Service,62161001,Home Health Care Services,5 to 9,Single Loc,6,39.9784816,-75.1682669
2022,Igeeks LLC,"1516 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,573117,Electronic Equipment & Supplies-Retail,44921038,Electronics And Appliance Retailers,5 to 9,Single Loc,9,39.9788956,-75.1601513
2022,Imunch Cafe,"1233 N 31st St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,14,39.9759262,-75.1863127
2022,In Touch Medical Assoc,"2109 W Diamond St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,36,39.986367,-75.168602
2022,In Touch Medical Assoc Inc,"2109 W Diamond St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,36,39.986367,-75.168602
2022,International Solid Gold,"2901 W Montgomery Ave, Philadelphia, PA 19121",19121,Verified,599402,Magazines-Dealers,45921017,Book Retailers And News Dealers,1 to 4,Single Loc,11,39.9835727,-75.1819806
2022,Interstate Blood Bank Inc,"1250 52 N Broad St, Philadelphia, PA 19121",19121,Verified,809916,Blood & Organ Banks & Centers,62199101,Blood And Organ Banks,10 to 19,Single Loc,17,39.9722989,-75.1593329
2022,Invisible River,"1253 N 29th St # 2, Philadelphia, PA 19121",19121,Verified,792215,Dance Companies,71112002,Dance Companies,1 to 4,Single Loc,10,NA,NA
2022,J & H Fuel Oil Co,"1610 N 26th St, Philadelphia, PA 19121",19121,Verified,517206,Oils-Fuel (Whls),42472014,Petroleum And Petroleum Products Merchant Wholesal,1 to 4,Single Loc,42,39.980023,-75.177635
2022,J St Food Market,"1442 N 17th St, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,11,39.976412,-75.1635457
2022,Jack Hassler Co Inc,"1619 W Thompson St, Philadelphia, PA 19121",19121,Verified,179919,Steeple Jacks,23829022,Other Building Equipment Contractors,1 to 4,Single Loc,38,39.9739733,-75.1629274
2022,Jackie's Garden,"1836 N 20th St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,27,39.982046,-75.167059
2022,"Jackson, Aaron","1220 N Broad St, Philadelphia, PA 19121",19121,Verified,804918,Physical Therapists,62134007,"Offices Of Physical, Occupational And Speech Thera",1 to 4,Single Loc,7,39.9728561,-75.1594785
2022,"Jain, Anubhav DDS","1709 Page St # 1, Philadelphia, PA 19121",19121,Verified,802101,Dentists,62121003,Offices Of Dentists,NA,Single Loc,4,NA,NA
2022,"Jarosh, Samara L MD","1900 N 20th St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,21,39.9834612,-75.1671295
2022,Jason Lloyd Funeral Home Inc,"2125 N 22nd St, Philadelphia, PA 19121",19121,Verified,726103,Funeral Directors,81221002,Funeral Homes And Funeral Services,1 to 4,Single Loc,12,39.9870655,-75.1692158
2022,Jefferson Food Market,"1501 N 29th St, Philadelphia, PA 19121",19121,Verified,541103,Convenience Stores,44513101,Convenience Retailers,1 to 4,Single Loc,17,39.9790229,-75.1822752
2022,Jefferson Rehabilitation-North,"2108 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,833102,Vocational Rehabilitation Services,62431009,Vocational Rehabilitation Services,10 to 19,Single Loc,6,39.9800841,-75.1702874
2022,Jeffrey D Sandler Dpm,"2233 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,804301,Podiatrists,62139103,Offices Of Podiatrists,1 to 4,Single Loc,38,39.9807474,-75.1721626
2022,Jenkintown Building,"1445 N 32nd St, Philadelphia, PA 19121",19121,Verified,154213,Building Contractors,23622005,Commercial And Institutional Building Construction,1 to 4,Single Loc,10,39.9788201,-75.1873681
2022,Jenkintown Building Svc Inc,"1445 N 32nd St, Philadelphia, PA 19121",19121,Verified,734904,Window Cleaning,23899096,All Other Specialty Trade Contractors,10 to 19,Single Loc,38,39.9788201,-75.1873681
2022,Jmp Laundromat,"2121 W Diamond St, Philadelphia, PA 19121",19121,Verified,721501,Laundries-Self Service,81231001,Coin-Operated Laundries And Drycleaners,1 to 4,Single Loc,19,39.9864138,-75.1689734
2022,Job 2 LP,"1718 N Sydenham St, Philadelphia, PA 19121",19121,Verified,736103,Employment Agencies & Opportunities,56131102,Employment Placement Agencies,5 to 9,Single Loc,15,39.9793747,-75.1603715
