version_year,company_name,address,zip_code,record_type,primary_sic_code,primary_sic_description,primary_naics,primary_naics_description,location_employee_size_range,location_type,years_in_database,latitude,longitude
2017,Draught Horse,"1431 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,20 to 49,Single Loc,22,39.9789247,-75.1588816
2017,Drews Iron & Fencing Svc,"2001 N 19th St, Philadelphia, PA 19121",19121,Verified,503903,Fence (Whls),42339013,Other Construction Material Merchant Wholesalers,5 to 9,Single Loc,42,39.9845824,-75.164592
2017,Drm International Inc,"1510 Cecil B Moore Ave # 304, Philadelphia, PA 19121",19121,Verified,871111,Engineers-Consulting,54133016,Engineering Services,10 to 19,Single Loc,19,NA,NA
2017,Duafe Holistic Hair Care,"1544 N 29th St, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,10 to 19,Single Loc,24,39.9799928,-75.1824921
2017,Dunkin' Donuts,"1420 Cecil B Moore Ave # A, Philadelphia, PA 19121",19121,Verified,546105,Doughnuts,72251510,Snack And Nonalcoholic Beverage Bars,10 to 19,Branch,19,39.9786493,-75.1589954
2017,Dupree Funeral Home Inc,"2809 W Diamond St, Philadelphia, PA 19121",19121,Verified,726103,Funeral Directors,81221002,Funeral Homes And Funeral Services,1 to 4,Single Loc,23,39.9877363,-75.1792757
2017,Dupree Funeral Home Inc,"2809 W Diamond St, Philadelphia, PA 19121",19121,Verified,726103,Funeral Directors,81221002,Funeral Homes And Funeral Services,1 to 4,Single Loc,40,39.9877363,-75.1792757
2017,E N I 1639 Inc,"1639 W Susquehanna Ave # 43, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,12,NA,NA
2017,Eastern Electrical Liquidators,"1511 N 26th St, Philadelphia, PA 19121",19121,Verified,561102,Salvage & Surplus Merchandise,45811003,Clothing And Clothing Accessories Retailers,5 to 9,Single Loc,42,39.9789631,-75.1773558
2017,Eastern Lofts,"3002 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,651202,Office Buildings & Parks,53112004,Lessors Of Nonresidential Buildings (Except Miniwa,1 to 4,Single Loc,10,39.9817776,-75.1843259
2017,Eatible Delights,"2338 Ridge Ave, Philadelphia, PA 19121",19121,Verified,581212,Caterers,72232001,Caterers,10 to 19,Single Loc,19,39.9814415,-75.173806
2017,Edge Avenue North,"1601 N 15th St # 2, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,20 to 49,Single Loc,19,NA,NA
2017,Eight Diamonds Town Houses,"2028 W Norris St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,24,39.9845445,-75.1678596
2017,Election Learning Ctr,"1708 N 22nd St, Philadelphia, PA 19121",19121,Verified,874825,Educational Consultants,61171012,Educational Support Services,1 to 4,Single Loc,17,39.980612,-75.170948
2017,Equinox Management & Constr,"1535 N Sydenham St, Philadelphia, PA 19121",19121,Verified,152103,General Contractors,23611505,New Single-Family Housing Construction (Except For,5 to 9,Single Loc,15,39.9772607,-75.1605607
2017,Esquinal,"1959 N 23rd St, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,15,39.9849779,-75.1713218
2017,Ev-Air-Tight Calking Co,"1619 W Thompson St, Philadelphia, PA 19121",19121,Verified,179919,Steeple Jacks,23829022,Other Building Equipment Contractors,5 to 9,Single Loc,16,39.9739733,-75.1629274
2017,Excuse Me Who Styled That Hair,"2017 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,5 to 9,Single Loc,20,39.9877146,-75.1666984
2017,Fallen Leaf Productions,"1512 N 17th St, Philadelphia, PA 19121",19121,Verified,781217,Production Services,51211017,Motion Picture And Video Production,1 to 4,Single Loc,11,39.976968,-75.1634531
2017,Family Practice,"2124 W Diamond St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,25,39.9862597,-75.1690713
2017,Fast Cash Atm,"1301 N 15th St, Philadelphia, PA 19121",19121,Verified,609903,Check Cashing Service,52232003,"Financial Transactions Processing, Reserve, And Cl",1 to 4,Single Loc,18,39.973528,-75.160628
2017,Fast Cash Inc,"1920 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,609903,Check Cashing Service,52232003,"Financial Transactions Processing, Reserve, And Cl",1 to 4,Single Loc,12,39.9873694,-75.1652467
2017,Fine Interior Finishes,"3115 W Thompson St, Philadelphia, PA 19121",19121,Verified,738902,Interior Decorators Design & Consultants,54141003,Interior Design Services,1 to 4,Single Loc,12,39.9768527,-75.1866764
2017,"Finley, Laurene Phd","2122 N 18th St, Philadelphia, PA 19121",19121,Verified,804922,Psychologists,62139936,Offices Of All Other Miscellaneous Health Practiti,1 to 4,Single Loc,35,39.9863599,-75.1629636
2017,Fishers Of Knowledge,"2701 W Diamond St, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,10 to 19,Single Loc,19,39.987536,-75.177688
2017,"Fleming, W Greg","1513 N Newkirk St, Philadelphia, PA 19121",19121,Verified,866106,Clergy,81311009,Religious Organizations,1 to 4,Single Loc,24,39.9791413,-75.1812621
2017,"Fleming, William","1749 N 21st St, Philadelphia, PA 19121",19121,Verified,866106,Clergy,81311009,Religious Organizations,1 to 4,Single Loc,24,39.9814919,-75.168838
2017,Foot Locker,"1600 N Broad St # 2, Philadelphia, PA 19121",19121,Verified,566101,Shoes-Retail,45821007,Shoe Retailers,5 to 9,Branch,14,NA,NA
2017,Foster Trophy & Awards Co,"1718 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,599925,Plaques,45521935,All Other General Merchandise Retailers,1 to 4,Single Loc,42,39.97923,-75.1634331
2017,Franklin Electric Co Inc,"1511 N 26th St # 37, Philadelphia, PA 19121",19121,Verified,173101,Electric Contractors,23821007,Electrical Contractors And Other Wiring Installati,50 to 99,Branch,42,39.9789631,-75.1773558
2017,Frazier Enterprises,"2113 N 17th St, Philadelphia, PA 19121",19121,Verified,738917,Transcribing Service-Tape Disc Etc,51229004,Other Sound Recording Industries,1 to 4,Single Loc,25,39.9860421,-75.1610325
2017,Fresenius Medical Care,"1241 N Taney St, Philadelphia, PA 19121",19121,Verified,809203,Dialysis,62149202,Kidney Dialysis Centers,20 to 49,Branch,20,39.9747746,-75.1793796
2017,Fresh Market,"1707 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Branch,10,39.9794727,-75.1629776
2017,Friends Of River Field,"26th St & Ben Franklin Pkwy, Philadelphia, PA 19121",19121,Verified,861102,Associations,81391002,Business Associations,1 to 4,Single Loc,24,NA,NA
2017,Friends Rehabilitation Program,"1959 N 31st St, Philadelphia, PA 19121",19121,Verified,833102,Vocational Rehabilitation Services,62431009,Vocational Rehabilitation Services,10 to 19,Single Loc,12,39.9866221,-75.1840282
2017,Future Net Inc,"2020 Ridge Ave, Philadelphia, PA 19121",19121,Verified,737904,Computers-Networking,54151905,Other Computer Related Services,10 to 19,Single Loc,23,39.9759693,-75.1688662
2017,Futurenet Inc,"1601 W Jefferson St, Philadelphia, PA 19121",19121,Verified,737801,Computers-Service & Repair,81121022,Electronic And Precision Equipment Repair And Main,1 to 4,Single Loc,12,39.9763126,-75.1627089
2017,G O Medical Assoc,"1216 N Broad St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,11,39.9722445,-75.1596319
2017,G O Medical Assoc,"1216 N Broad St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,13,39.9722445,-75.1596319
2017,Garage Door Squad,"2441 W Berks St # B, Philadelphia, PA 19121",19121,Verified,521101,Doors-Garage,44418018,Other Building Material Dealers,5 to 9,Single Loc,11,NA,NA
2017,Gaudenzia Inc,"1819 W Thompson St, Philadelphia, PA 19121",19121,Verified,839901,Drug Abuse & Addiction Info & Treatment,81331904,Other Social Advocacy Organizations,10 to 19,Single Loc,12,39.974293,-75.1660785
2017,"Gebrehana, Razel","2118 W Diamond St, Philadelphia, PA 19121",19121,Verified,591205,Pharmacies,45611009,Pharmacies And Drug Retailers,5 to 9,Single Loc,11,39.986256,-75.169042
2017,General Auto Repair,"2835 Ridge Ave, Philadelphia, PA 19121",19121,Verified,753801,Automobile Repairing & Service,81111104,General Automotive Repair,1 to 4,Single Loc,34,39.9865494,-75.1803616
2017,Genesis Community Devmnt Ctr,"1900 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,593222,Thrift Shops,45951040,Used Merchandise Retailers,1 to 4,Single Loc,17,39.9795741,-75.1659965
2017,Ghost Tours Of Philadelphia,NA,19121,Verified,799601,Amusement Places,71311001,Amusement And Theme Parks,10 to 19,Single Loc,42,NA,NA
2017,Girard College Alumni Assn,"2101 S College Ave # 605, Philadelphia, PA 19121",19121,Verified,861102,Associations,81391002,Business Associations,1 to 4,Single Loc,33,NA,NA
2017,Girard College Devmnt Fund,"2101 S College Ave # 307, Philadelphia, PA 19121",19121,Verified,839998,Non-Profit Organizations,81331908,Other Social Advocacy Organizations,1 to 4,Single Loc,14,NA,NA
2017,Girard College Library,"2101 S College Ave # 301, Philadelphia, PA 19121",19121,Verified,823109,Libraries-Institutional,51921005,Libraries And Archives,5 to 9,Single Loc,29,NA,NA
2017,Girard Court Apartments LP,"2101 N College Ave # H2, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,1 to 4,Single Loc,37,NA,NA
2017,"Goodheart, Harry","1825 N Willington St, Philadelphia, PA 19121",19121,Verified,154213,Building Contractors,23622005,Commercial And Institutional Building Construction,1 to 4,Single Loc,12,39.9786046,-75.162043
2017,"Goodheart, Harry","1846 N 17th St, Philadelphia, PA 19121",19121,Verified,154213,Building Contractors,23622005,Commercial And Institutional Building Construction,1 to 4,Single Loc,12,39.982053,-75.1623015
2017,Grannys Kids Two,"2121 N 17th St, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,5 to 9,Single Loc,11,39.9862077,-75.1610057
2017,Greater Media Philadelphia,"2501 Ben Franklin Pkwy, Philadelphia, PA 19121",19121,Verified,483201,Radio Stations & Broadcasting Companies,51611003,Radio Broadcasting Stations,20 to 49,Branch,13,NA,NA
2017,H&R Block,"1220 N Broad St # 1242, Philadelphia, PA 19121",19121,Verified,729101,Tax Return Preparation & Filing,54121301,Tax Preparation Services,20 to 49,Branch,31,NA,NA
2017,Habitat For Humanity Restore,"1829 N 19th St, Philadelphia, PA 19121",19121,Verified,593207,Building Materials-Used,45951009,Used Merchandise Retailers,5 to 9,Branch,15,39.9819921,-75.1649424
2017,Hair Fashion & Beyond,"1600 N Broad St # 9, Philadelphia, PA 19121",19121,Verified,508702,Beauty Salons-Equipment & Supplies (Whls),42385091,Service Establishment Equipment And Supplies Merch,10 to 19,Single Loc,19,NA,NA
2017,Hank Gathers Youth Access Ctr,"2501 W Diamond St, Philadelphia, PA 19121",19121,Verified,912104,Government Offices-City/Village & Twp,92112006,Legislative Bodies,5 to 9,Single Loc,29,39.987124,-75.174504
2017,Harry Goodheart,"1846 N 17th St, Philadelphia, PA 19121",19121,Verified,154213,Building Contractors,23622005,Commercial And Institutional Building Construction,1 to 4,Single Loc,12,39.982053,-75.1623015
2017,Haven Peniel Senior Residence,"1615 N 23rd St, Philadelphia, PA 19121",19121,Verified,836105,Residential Care Homes,62331206,Assisted Living Facilities For The Elderly,5 to 9,Single Loc,16,39.9797401,-75.1721129
2017,"Henderson, Matthew","2926 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,866106,Clergy,81311009,Religious Organizations,1 to 4,Single Loc,24,39.9893788,-75.1811005
2017,Henry W Kirchner-Londergan,"1233-37 Ritner St, Philadelphia, PA 19121",19121,Verified,726103,Funeral Directors,81221002,Funeral Homes And Funeral Services,1 to 4,Single Loc,11,39.9217411,-75.1789734
2017,Hgp Management,"1521 W Oxford St, Philadelphia, PA 19121",19121,Verified,874130,Management Services,56111022,Office Administrative Services,1 to 4,Single Loc,11,39.9777039,-75.1608553
2017,Ho Wan Take Out,"2512 Ridge Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,33,39.9828331,-75.1757455
2017,Hok Heng,"1716 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,12,39.9791978,-75.1633805
2017,Hoodco Inc,"2800 Ridge Ave, Philadelphia, PA 19121",19121,Verified,504604,Restaurant/Commercial Kitchen Equipment & Sup,42344032,Other Commercial Equipment Merchant Wholesalers,5 to 9,Single Loc,30,39.9859344,-75.1802819
2017,Hooks Barber Shop,"1804 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,724101,Barbers,81211101,Barber Shops,1 to 4,Single Loc,42,39.9869461,-75.1629141
2017,Hornstein Platt & Assoc,"1526 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,804922,Psychologists,62139936,Offices Of All Other Miscellaneous Health Practiti,5 to 9,Single Loc,14,39.9789477,-75.1605583
2017,Hue Food Market,"1601 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,541101,Grocers-Delicatessen,44511001,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,14,39.9793231,-75.1612476
2017,IBM,"1510 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,357101,Computers-Electronic-Manufacturers,33411101,Electronic Computer Manufacturing,50 to 99,Branch,11,39.9788762,-75.1599933
2017,Imagicakes Cake Designers,"1508 W Seybert St, Philadelphia, PA 19121",19121,Verified,205198,Bread/Other Bakery Prod-Ex Cookies,31181202,Commercial Bakeries,10 to 19,Single Loc,12,NA,NA
2017,Imperial Services Cleaning,"2137 N 32nd St, Philadelphia, PA 19121",19121,Verified,734902,Janitor Service,56172001,Janitorial Services,5 to 9,Single Loc,9,39.9893385,-75.1850353
2017,Imunch Cafe,"1233 N 31st St, Philadelphia, PA 19121",19121,Verified,581228,Coffee Shops,72251505,Snack And Nonalcoholic Beverage Bars,1 to 4,Single Loc,14,39.9759262,-75.1863127
2017,In Touch Medical,"2109 W Diamond St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,36,39.986367,-75.168602
2017,In Touch Medical Assoc Inc,"2109 W Diamond St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,5 to 9,Single Loc,36,39.986367,-75.168602
2017,Infinite Comm Inc,"2314 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,481207,Cellular Telephones (Services),51711214,Wireless Telecommunications Carriers (Except Satel,1 to 4,Single Loc,14,39.9805143,-75.1731062
2017,International Solid Gold,"2901 W Montgomery Ave, Philadelphia, PA 19121",19121,Verified,599402,Magazines-Dealers,45921017,Book Retailers And News Dealers,1 to 4,Single Loc,11,39.9835727,-75.1819806
2017,Interstate Blood Bank Inc,"1250 N Broad St # 52, Philadelphia, PA 19121",19121,Verified,809916,Blood & Organ Banks & Centers,62199101,Blood And Organ Banks,20 to 49,Single Loc,17,NA,NA
2017,Interstate Blood Bank Inc,"1250 52 N Broad St, Philadelphia, PA 19121",19121,Verified,809916,Blood & Organ Banks & Centers,62199101,Blood And Organ Banks,10 to 19,Single Loc,11,39.9722989,-75.1593329
2017,J & H Fuel Oil Co,"1610 N 26th St, Philadelphia, PA 19121",19121,Verified,517206,Oils-Fuel (Whls),42472014,Petroleum And Petroleum Products Merchant Wholesal,1 to 4,Single Loc,42,39.980023,-75.177635
2017,J & M Deli Grocery,"2455 W Berks St, Philadelphia, PA 19121",19121,Verified,581209,NA,NA,NA,1 to 4,Single Loc,13,39.9841339,-75.1748806
2017,J M Systems Inc,"1900 N Ringgold St, Philadelphia, PA 19121",19121,Verified,862101,Professional Organizations,81392006,Professional Organizations,1 to 4,Single Loc,19,39.9839843,-75.1740977
2017,Jack Hassler Co Inc,"1619 W Thompson St, Philadelphia, PA 19121",19121,Verified,179919,Steeple Jacks,23829022,Other Building Equipment Contractors,1 to 4,Single Loc,38,39.9739733,-75.1629274
2017,Jackie's Garden,"1836 N 20th St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,27,39.982046,-75.167059
2017,"Jarosh, Samara L MD","1900 N 20th St # 5, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,21,NA,NA
2017,Jason Lloyd Funeral Home Inc,"2125 N 22nd St, Philadelphia, PA 19121",19121,Verified,726103,Funeral Directors,81221002,Funeral Homes And Funeral Services,1 to 4,Single Loc,12,39.9870655,-75.1692158
2017,Jay Street Food Market Inc,"1442 N 17th St, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,11,39.976412,-75.1635457
2017,Jefferson Food Market,"1501 N 29th St, Philadelphia, PA 19121",19121,Verified,541103,Convenience Stores,44513101,Convenience Retailers,1 to 4,Single Loc,17,39.9790229,-75.1822752
2017,Jenkintown Building,"1445 N 32nd St, Philadelphia, PA 19121",19121,Verified,154213,Building Contractors,23622005,Commercial And Institutional Building Construction,1 to 4,Single Loc,10,39.9788201,-75.1873681
2017,Jimmy John's,"1601 N 15th St # 5, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,50 to 99,Branch,19,NA,NA
2017,Jmp Laundromat,"2121 W Diamond St, Philadelphia, PA 19121",19121,Verified,721501,Laundries-Self Service,81231001,Coin-Operated Laundries And Drycleaners,1 to 4,Single Loc,19,39.9864138,-75.1689734
2017,Job 2 LP,"1432 N Broad St, Philadelphia, PA 19121",19121,Verified,736103,Employment Agencies & Opportunities,56131102,Employment Placement Agencies,5 to 9,Single Loc,12,39.9755936,-75.1589901
2017,Job 2 LP,"1718 N Sydenham St, Philadelphia, PA 19121",19121,Verified,736103,Employment Agencies & Opportunities,56131102,Employment Placement Agencies,5 to 9,Single Loc,15,39.9793747,-75.1603715
2017,Job LP,"1432 N Broad St, Philadelphia, PA 19121",19121,Verified,736103,Employment Agencies & Opportunities,56131102,Employment Placement Agencies,5 to 9,Single Loc,14,39.9755936,-75.1589901
2017,John Pomp Studios Inc,"1520 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,571216,Furniture-Dealers-Retail,44911012,Furniture Retailers,1 to 4,Single Loc,13,39.9786847,-75.161043
2017,Jones Memorial Community Corp,"1603 Cecil B Moore Ave # 200, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,34,NA,NA
2017,Juniors Barber Shop,"2224 Ridge Ave, Philadelphia, PA 19121",19121,Verified,724101,Barbers,81211101,Barber Shops,1 to 4,Single Loc,42,39.9799416,-75.1718185
2017,Kairos House,"1440 N Broad St, Philadelphia, PA 19121",19121,Verified,809305,Outpatient Mental Health & Substance Abuse Ce,62142002,Outpatient Mental Health And Substance Abuse Cente,10 to 19,Single Loc,15,39.9750748,-75.1587793
2017,Karen Mini Market,"1400 N 30th St, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,22,39.9779117,-75.1846128
2017,"Keeny, Heather","1244 N 29th St, Philadelphia, PA 19121",19121,Verified,804920,Physicians Assistants,62139932,Offices Of All Other Miscellaneous Health Practiti,1 to 4,Single Loc,11,39.9758549,-75.1833973
2017,Keyme,"1528 N Broad St, Philadelphia, PA 19121",19121,Verified,769991,Key Duplicating Service Kiosks,56162206,Locksmiths,1 to 4,Branch,9,39.9763239,-75.158539
2017,KFC,"1200 N Broad St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,20 to 49,Branch,42,39.971603,-75.15952
2017,Kidazzle Kids,"1930 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,5 to 9,Single Loc,11,39.9873082,-75.1655652
2017,Kids First Daycare Ctr,"2200 Ridge Ave, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,5 to 9,Single Loc,19,39.979529,-75.1712582
2017,Kids R Special Clubhouse Inc,"2100 Bolton St, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,5 to 9,Single Loc,15,39.9780261,-75.1704315
2017,King Center,"2101 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,912104,Government Offices-City/Village & Twp,92112006,Legislative Bodies,10 to 19,Single Loc,34,39.980601,-75.1704043
2017,King Dragon II,"2349 W Oxford St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,17,39.9795193,-75.1742635
2017,Kirbi Construction,"1955 N 18th St, Philadelphia, PA 19121",19121,Verified,152144,Construction Companies,23611512,New Single-Family Housing Construction (Except For,1 to 4,Single Loc,10,39.9839307,-75.1631086
2017,Koja Grille,"1600 N Broad St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,19,39.9774961,-75.1584795
2017,Krispy Krunchy Chicken,"1701 N 33rd St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Branch,11,39.982752,-75.187913
2017,Kurt Hunte,"1608 N 21st St, Philadelphia, PA 19121",19121,Verified,733604,Artists-Commercial,54143002,Graphic Design Services,1 to 4,Single Loc,11,39.9789065,-75.1696758
2017,L & K Food Market,"2163 N 21st St, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,20,39.9876434,-75.167452
2017,Lamarra Frank R Inc,"1616 W Thompson St, Philadelphia, PA 19121",19121,Verified,154213,Building Contractors,23622005,Commercial And Institutional Building Construction,1 to 4,Single Loc,24,39.9734624,-75.1629803
2017,Lanchang Sheng,"2006 Ridge Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,21,39.9754572,-75.1686284
2017,Lee Korman Discount Inc,"2163 Ridge Ave, Philadelphia, PA 19121",19121,Verified,531104,Retail Shops,45511003,Department Stores,1 to 4,Single Loc,24,39.979653,-75.1708569
2017,Lee Young Food Market,"1422 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,5 to 9,Single Loc,42,39.9786737,-75.159075
2017,Lee's Food Market,"1615 W Montgomery Ave, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,31,39.9808345,-75.1617298
2017,"Lee, Cynthia","1528 N Broad St, Philadelphia, PA 19121",19121,Verified,804939,Pharmacists,62133002,Offices Of Mental Health Practitioners (Except Phy,1 to 4,Single Loc,11,39.9763239,-75.158539
2017,Lees Hoagie Hse At Temple Univ,"1428 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,581219,NA,NA,NA,1 to 4,Single Loc,11,39.9789008,-75.1602337
2017,Lescheuvux,"2004 Ridge Ave, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,14,39.9754161,-75.1686047
2017,Let Out,"1621 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,581223,NA,NA,NA,5 to 9,Single Loc,11,39.9794943,-75.162054
2017,Liacorus Center,"1776 N Broad St, Philadelphia, PA 19121",19121,Verified,651211,Event Centers,71131005,"Promoters Of Performing Arts, Sports, And Similar",1 to 4,Single Loc,11,39.9798139,-75.1585825
2017,Lisa's Learning Ctr,"2815 W Sedgley Ave, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,5 to 9,Single Loc,11,39.9870426,-75.179373
2017,Livewire Electric LLC,"3217 Turner St, Philadelphia, PA 19121",19121,Verified,173101,Electric Contractors,23821007,Electrical Contractors And Other Wiring Installati,1 to 4,Single Loc,15,39.9819193,-75.187417
2017,Locating Logistics LLC,"1510 Cecil B Moore Ave # 301, Philadelphia, PA 19121",19121,Verified,493903,Utilities-Underground-Cable Locating Svc,23713022,Power And Communication Line And Related Structure,5 to 9,Single Loc,15,NA,NA
2017,Lock & Key Locksmith Svc,"1752 N 26th St, Philadelphia, PA 19121",19121,Verified,769962,Locks & Locksmiths,56162204,Locksmiths,5 to 9,Single Loc,12,39.9823865,-75.1772066
2017,Lopsonzski 1844 N 16 St LP,"1844 N 16th St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,11,39.981768,-75.1607283
2017,Lora Mini Market,"1918 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,41,39.9873683,-75.1652371
2017,Lorenzo's,"1301 N 25th St, Philadelphia, PA 19121",19121,Verified,724101,Barbers,81211101,Barber Shops,1 to 4,Single Loc,26,39.9755799,-75.1766677
2017,Lsw Hair Design,"1539 W Thompson St, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,28,39.9737223,-75.1618695
2017,Lwc City,"1531 N 31st St, Philadelphia, PA 19121",19121,Verified,734904,Window Cleaning,23899096,All Other Specialty Trade Contractors,5 to 9,Single Loc,12,39.979676,-75.1855551
2017,M & T Foods,"2905 Ridge Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,14,39.9872068,-75.1810797
2017,M L King Recreation Ctr,"2100 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,799701,Recreation Centers,71394015,Fitness And Recreational Sports Centers,5 to 9,Single Loc,28,39.9799247,-75.1695751
2017,"Madden, Ann M Pa","1845 N 23rd St, Philadelphia, PA 19121",19121,Verified,804920,Physicians Assistants,62139932,Offices Of All Other Miscellaneous Health Practiti,1 to 4,Single Loc,11,39.9831913,-75.1716659
2017,"Magner, Alan L MD","1920 N 20th St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,13,39.9833333,-75.1667796
2017,Mander Playground,"2140 N 33rd St, Philadelphia, PA 19121",19121,Verified,912104,Government Offices-City/Village & Twp,92112006,Legislative Bodies,10 to 19,Single Loc,33,39.9893341,-75.1870182
2017,"Mansell, Jamie Lee","1800 N Broad St, Philadelphia, PA 19121",19121,Verified,804918,Physical Therapists,62134007,"Offices Of Physical, Occupational And Speech Thera",1 to 4,Single Loc,11,39.980358,-75.15766
2017,Mansion Management Corp,"3035 W Diamond St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,35,39.988197,-75.1829088
